No Intervention,School Closure,Intense Lockdown,Relax Intervention 1,Relax Intervention 2,Relax Intervention 3,Lockdown Level 2,Lockdown Level 3,Lockdown Level 5,Pre-christmas Level 3,Holiday period,After-christmas Level 5
1.11353171,2.528969017,0.152891567,0.003570391,0.295276273,0.432768835,0.453123928,0.447956959,0.080340532,1.273220457,0.709053694,0.069298002
1.321192906,2.449440307,0.157876864,0.000935754,0.117451787,0.527083244,0.484175629,0.374314741,0.107687755,1.208306044,0.689912542,0.064794857
0.943363052,2.682453076,0.148084451,0.000269178,0.34432624,0.397085604,0.537235186,0.397733602,0.121281857,0.87670606,0.961820708,0.001293918
1.300550129,2.225709369,0.183235146,0.003755297,0.134645367,0.497028081,0.506177805,0.37042392,0.111231909,1.059073536,0.843857413,0.033820368
1.052934693,2.460578753,0.191553748,0.006620043,0.124928024,0.502813759,0.431162507,0.429797068,0.07413832,1.374611132,0.705271691,0.008812699
1.646637461,2.077604932,0.165215935,0.005700807,0.194392985,0.462609287,0.479444672,0.418317484,0.093969805,1.201446399,0.736285025,0.018236526
1.365103333,2.067873149,0.199328301,0.013290398,0.164480078,0.456616798,0.523838584,0.369446952,0.122887421,1.024193684,0.796701127,0.009716145
1.712648058,1.944707321,0.165277941,0.005151873,0.123384374,0.530324306,0.460460806,0.429635089,0.095033946,1.199023129,0.668357913,0.009063895
1.275155029,2.359346358,0.170456854,0.001542109,0.245414033,0.439265797,0.513173967,0.357969682,0.13422465,1.084968286,0.748240839,0.006602809
1.348467179,2.293957847,0.167364859,0.006314671,0.188945604,0.466724603,0.473668439,0.387110261,0.136676247,1.155050208,0.744997787,0.011946604
1.335198547,2.213881211,0.172850549,0.003788658,0.229428091,0.449195624,0.484159023,0.390614906,0.076872984,1.421258087,0.619886708,0.086375285
1.320556013,2.322766241,0.167044254,0.004631226,0.255434367,0.415708607,0.519850709,0.389737163,0.127738541,0.777925319,1.063287097,0.061897028
1.447173758,2.229706617,0.163014595,0.001880049,0.275746412,0.414395966,0.502992894,0.413084856,0.115647469,0.913080748,0.968676701,0.020821298
1.21262464,2.371419209,0.184705085,0.005868645,0.175014,0.465330791,0.465805355,0.404406852,0.145208359,0.966407294,0.742904595,0.012884771
1.371263489,2.2478627,0.160000961,0.000659559,0.114719693,0.563556665,0.393298778,0.451798746,0.123925252,0.948164569,0.944643501,0.005123283
1.342919547,2.261663212,0.173895265,0.005775724,0.164043333,0.472902509,0.516066708,0.361744184,0.103413769,1.107410658,0.855024575,0.009692666
1.29387683,2.115506739,0.186673992,0.008170208,0.215384065,0.459434898,0.448141753,0.399249914,0.158743506,0.790709124,0.959425316,0.00787766
1.397184582,2.284130904,0.167355769,0.002915834,0.233748556,0.429222656,0.52919013,0.388678762,0.127582613,0.899370502,0.940150379,0.024764292
1.31148969,2.207377541,0.189335564,0.007080707,0.118598986,0.516155206,0.404493619,0.424656418,0.117396585,1.151098319,0.588052528,0.05999228
1.40832494,2.187453915,0.167746435,0.005006247,0.247484337,0.447006247,0.422572055,0.429355355,0.102638786,1.222251499,0.773150283,0.008412399
1.175897383,2.498797672,0.153515221,0.049326268,0.220633754,0.423080671,0.520886735,0.370579028,0.097184583,1.179149241,0.851756613,0.049166227
1.278069306,2.37947922,0.165355948,0.004199012,0.230868829,0.476216214,0.408981948,0.390860324,0.146246059,0.90579124,0.96261029,0.015752757
1.313582158,2.260867431,0.185394691,0.005783873,0.116535406,0.474595341,0.557154783,0.376852636,0.056797357,1.440597333,0.729997198,0.002977782
1.376889085,2.320442663,0.166092358,0.00388424,0.192773123,0.469758227,0.501563001,0.347027681,0.154086455,0.847014293,0.847060159,0.02409417
1.390078776,2.274210599,0.15824468,0.004268272,0.165726865,0.51220717,0.462331728,0.363296827,0.126376009,1.119086166,0.822560405,0.015580512
1.2876377,2.502091718,0.147358008,0.034959548,0.191912339,0.468195631,0.486718392,0.342397024,0.131100685,1.249548303,0.659862737,0.001214226
1.449626139,2.137141146,0.186758228,0.003613177,0.194096976,0.451092243,0.461193514,0.424483078,0.127446051,0.884522459,0.874862178,0.020754582
1.930019874,1.761603144,0.185966846,0.007163727,0.131332861,0.477399495,0.488118218,0.417130598,0.111339146,1.098254114,0.798518178,0.025029851
1.968902923,1.88435494,0.164312787,0.000267026,0.214237249,0.47574979,0.379962415,0.474777086,0.120092071,0.79759071,1.121373139,0.030065094
1.31894523,2.194201997,0.194560587,0.006519305,0.162947465,0.463724292,0.469270303,0.42129355,0.092982906,1.252854631,0.655473637,0.020293684
1.26824084,2.323891979,0.180469989,0.006123393,0.188721637,0.426331041,0.566228645,0.372665979,0.103633759,1.179069489,0.826876266,0.001017786
1.347662091,2.294480553,0.170983163,0.003799091,0.219783256,0.456317212,0.457809173,0.398667975,0.100818315,1.184379057,0.803800338,0.009306774
1.668382826,2.080608701,0.158084409,0.009060522,0.177430395,0.479870922,0.469462503,0.378483901,0.179228303,0.69532255,1.045558218,0.042240704
1.035246963,2.667312975,0.164060087,0.005623537,0.168340043,0.499443755,0.424826419,0.396606107,0.145743194,0.919409043,0.830375321,0.009793139
1.400935649,2.142067095,0.186464053,0.002243343,0.173768002,0.473833489,0.426082667,0.445742764,0.082688418,1.321000495,0.654746814,0.027895288
1.364758843,2.126023637,0.199945844,0.002313401,0.193127581,0.435008446,0.513145631,0.348535186,0.145089347,0.893197379,1.033863481,0.019765228
1.151118273,2.510603487,0.169707172,0.003242595,0.151486001,0.4998349,0.454365162,0.363825429,0.158864881,0.876487236,0.909996319,0.02868179
1.256995537,2.145641442,0.217076203,0.000308063,0.140685062,0.48534305,0.454623658,0.401212672,0.094766441,1.169768623,0.780735123,0.006829423
2.431849141,1.442056883,0.166477536,0.003100382,0.131557691,0.553302399,0.377362643,0.446164652,0.135501444,0.967932841,0.767989884,0.069804583
1.112516876,2.434925319,0.19128764,0.003359921,0.127130499,0.519505434,0.381694028,0.433674231,0.112590533,1.036538155,0.927935194,0.01289194
1.420509662,2.253946777,0.168296531,0.006050973,0.183946878,0.466455594,0.494136511,0.427382782,0.093311819,1.06968347,0.814592499,0.015097087
1.03325133,2.569474372,0.182644664,0.004697724,0.209676819,0.447953729,0.467932066,0.39592479,0.106219421,1.203311479,0.722733656,0.013807632
1.296327376,2.077835041,0.200007965,0.006710046,0.168206412,0.470215731,0.463160311,0.438453091,0.099612156,0.971905595,0.950644835,0.005876216
1.584027067,2.108016353,0.150063006,0.001211998,0.370955215,0.394467006,0.484743051,0.434431544,0.105808279,1.090888961,0.72525737,0.002690311
1.447300917,2.175987047,0.171173097,0.001503332,0.235884251,0.444144335,0.482003606,0.413329593,0.112241158,0.923998577,0.952503158,0.024829874
1.263606032,2.249384211,0.180246567,0.006263881,0.140881979,0.475123487,0.550027976,0.342137347,0.129175218,1.106792494,0.812167463,0.015783361
1.350559878,2.4039096,0.166508288,0.001346495,0.187730582,0.465366463,0.48758184,0.369586018,0.124215023,1.025307924,0.808187728,0.065747571
1.352091775,2.368026139,0.159599015,0.003044833,0.183774528,0.449885904,0.535435472,0.401476036,0.123745206,1.051673801,0.774896091,0.054556481
1.129451088,2.685267243,0.154689546,0.006341455,0.18557797,0.432418507,0.577410057,0.369370949,0.111841213,1.033992683,0.781623959,0.065006203
0.946380062,2.573881889,0.175780159,0.001679327,0.187386145,0.484776785,0.503835626,0.364310519,0.089357938,1.275850755,0.724606906,0.033882187
1.272301271,2.395282623,0.162499782,0.006003052,0.159780181,0.51708849,0.397460982,0.468327318,0.120372599,0.984324648,0.635809145,0.021386535
1.417127781,2.334694168,0.157286304,0.004488174,0.177738502,0.50138915,0.445854575,0.382261241,0.137251856,0.981301833,0.843728541,0.015345664
1.788302794,2.008125347,0.154773349,0.00157056,0.175008593,0.48023595,0.516929601,0.352202466,0.122846587,1.110252257,0.817401391,0.005643294
1.102295202,2.268957596,0.195394975,0.0050006,0.123809089,0.513433166,0.460882422,0.409137008,0.10356502,0.987605161,0.74793698,0.091488576
1.095895863,2.44579129,0.169720656,0.001115208,0.20571015,0.45668117,0.517508371,0.372521182,0.13786337,0.924479079,0.912035339,0.077969213
1.419617888,2.177624676,0.183466581,0.004371027,0.16616061,0.463418836,0.45609674,0.427160142,0.102304533,1.109926828,0.832762519,0.010828559
0.830664924,2.778292901,0.188006922,0.00436062,0.101564919,0.488767238,0.511051366,0.402201063,0.116342109,0.972207614,0.911810081,0.070494223
1.51887982,2.057994991,0.187017275,0.003497352,0.195439963,0.448891124,0.524007733,0.341081066,0.139162903,0.902134269,0.985356758,0.008836262
1.305229456,2.115508904,0.189435962,0.003186025,0.20311665,0.461517044,0.414203423,0.433252809,0.135565698,0.965448763,0.757640403,0.049186668
1.174281313,2.433527591,0.169688375,0.005861502,0.202053771,0.476286412,0.417262333,0.428242891,0.122260567,1.052529516,0.729965485,0.007502849
1.502941853,2.092777525,0.178704953,0.001780236,0.20789386,0.473343536,0.43006299,0.395340306,0.159234888,0.835981096,0.889509078,0.043284144
1.618896889,1.861379765,0.187837128,0.005014842,0.243927779,0.436812142,0.477082158,0.404528714,0.106768719,1.131808663,0.908952865,0.000811635
1.287913584,2.256173067,0.192873788,0.002917402,0.1259656,0.453623783,0.552738962,0.390657697,0.12306593,1.105467957,0.697860255,0.041376845
1.312541798,2.200477229,0.195672113,0.003574485,0.145310703,0.497698683,0.484279797,0.345872364,0.140810069,0.824698635,1.033914708,0.017919948
1.150463205,2.515164059,0.157182222,0.007131864,0.177431117,0.512127341,0.46112039,0.360117292,0.123916655,1.065897696,0.864926049,0.003163275
1.758567645,1.978690824,0.170660145,0.008078491,0.169976878,0.482150824,0.435874216,0.434403151,0.126660322,0.920898704,0.911825908,0.002100526
1.529324101,2.120320268,0.169244883,0.002758751,0.213149309,0.471779627,0.46833082,0.370617704,0.15027552,0.835588569,1.038070379,0.014308221
1.339012768,2.20932509,0.174722905,0.00425128,0.15504552,0.500185121,0.460699164,0.390532624,0.111754561,1.145215577,0.843114868,0.016175958
0.862467971,2.574160824,0.193408785,0.005013685,0.191857097,0.459981585,0.437125005,0.440287481,0.087104095,1.244475325,0.818478525,0.004461494
1.639166084,1.917732742,0.191318335,0.001361675,0.171488065,0.462598528,0.536962128,0.363675587,0.11149421,1.025168582,0.860770737,0.027330489
1.659041859,2.012486184,0.163497489,0.001964829,0.287718783,0.430578877,0.460669833,0.420416805,0.115002681,1.106159698,0.706675067,0.012434199
