No Intervention,School Closure,Intense Lockdown,Relax Intervention 1,Relax Intervention 2,Relax Intervention 3,Lockdown Level 2,Lockdown Level 3,Lockdown Level 5,Pre-christmas Level 3,Holiday period,After-christmas Level 5
1.053991686,2.377890541,0.206257489,0.001619254,0.198773015,0.443115222,0.486937369,0.397436291,0.117024032,1.069630858,0.726405948,0.038455616
1.345953512,2.255745539,0.158156543,0.003697597,0.225305208,0.478004615,0.454642209,0.396052868,0.146259859,0.834925663,0.798743656,0.043277236
1.934309758,1.937749717,0.131232456,0.001635948,0.265275755,0.488294398,0.438645773,0.433458985,0.069813197,1.209218056,0.792220624,0.029372879
1.152355583,2.272377777,0.194999039,0.001025285,0.193627317,0.476307582,0.408682992,0.450244795,0.073406663,1.319730598,0.783087824,0.000474404
1.356025453,2.21853943,0.167835247,0.001272789,0.266389155,0.452127058,0.442509453,0.440523473,0.11391102,1.029214061,0.783336957,0.054485559
1.046107774,2.588913081,0.167551392,0.013724624,0.273598046,0.403273738,0.486848289,0.411121289,0.13575636,0.900933598,0.855052383,0.054903094
1.112373474,2.523826324,0.17604908,0.006607911,0.14832685,0.482568961,0.495232739,0.377107701,0.103715028,1.148374925,0.854624811,0.008683907
1.131598595,2.47331074,0.180212689,0.018328144,0.152573689,0.429867437,0.547666281,0.402807241,0.100276245,1.150624643,0.831002232,0.00109924
1.269680045,2.319692427,0.174622365,0.004504155,0.217238867,0.45740862,0.443092324,0.422033053,0.124400533,0.892148966,0.900940233,0.002984524
0.312926451,3.416660871,0.171094645,0.000637173,0.279945402,0.428579344,0.481751158,0.394353381,0.088188406,1.427925064,0.537589297,3.66E-05
1.433501015,2.247195244,0.177732396,0.00204864,0.241424432,0.445594068,0.423409638,0.407083706,0.13653064,1.01080922,0.828729889,0.007895703
1.050118975,2.378485695,0.19489676,0.000776995,0.216301593,0.417908129,0.601941099,0.344653162,0.093182863,1.244568059,0.676013039,0.068786903
0.918372554,2.709239314,0.174890782,0.005505098,0.172040669,0.477327038,0.454244964,0.407728585,0.142526219,1.048620548,0.610086966,0.041345225
1.497349305,2.141144429,0.166594236,0.002495224,0.298539492,0.414805084,0.526292777,0.373588004,0.097787861,1.078308134,0.912715672,0.005537486
1.456453664,1.992707777,0.17292779,0.012221113,0.099364726,0.567046325,0.396365786,0.447220361,0.078424296,1.316618966,0.709921783,0.013719377
1.386013649,2.181041139,0.181982679,0.012914898,0.175211665,0.469180701,0.484230372,0.373863421,0.148911585,0.781673862,1.068985075,0.00907267
1.403524169,2.109204106,0.185495026,0.003273448,0.208674929,0.450758438,0.489927364,0.385394419,0.112792917,1.000055045,0.953732048,0.064966633
1.032733926,2.448198316,0.191984521,0.003311414,0.197950391,0.430242141,0.535383204,0.363237478,0.148905085,0.970372076,0.760384394,0.074353257
1.493585132,2.102959898,0.171611822,7.89E-05,0.154602996,0.473557895,0.528392281,0.375628888,0.140646116,0.994849475,0.63475004,0.147401299
1.425687443,2.198871563,0.162871359,0.00471986,0.23772633,0.462504328,0.426384964,0.443558691,0.112896609,1.064102591,0.751490038,0.030930809
1.273455092,2.286186191,0.180770244,0.026105069,0.144804864,0.493656679,0.412339684,0.42247417,0.098366027,1.243923477,0.771817258,0.001458399
1.368513952,2.150451462,0.191794858,0.003851864,0.13588628,0.472316479,0.502424139,0.398921528,0.105792326,1.125977457,0.672006505,0.147853863
1.479522067,2.236601435,0.158157007,0.022628758,0.265597721,0.418738728,0.490417927,0.38713667,0.111483325,1.200311298,0.799362546,0.000377495
1.253548948,2.301205926,0.180496611,0.007522574,0.248277079,0.428380582,0.4663287,0.395353217,0.105063632,1.150767574,0.87707136,0.001951076
1.156196458,2.476706462,0.180115671,0.001220569,0.188772708,0.457309443,0.483533238,0.405032375,0.110735982,0.908774476,1.016312956,0.036269167
1.402006666,2.166258122,0.180578939,0.004015442,0.186627637,0.473160331,0.438907635,0.394913644,0.150032441,0.978099991,0.752003956,0.015386667
1.590266902,2.032783094,0.181771377,0.004317378,0.189089376,0.442700867,0.501914793,0.428925976,0.103590381,1.026525082,0.915002696,0.004131263
1.530940742,2.009071803,0.187272373,0.003437677,0.165633889,0.490326188,0.465253981,0.367217781,0.137918525,0.940451199,0.948799986,0.007761776
1.270158679,2.365739701,0.167259471,0.002001324,0.160440524,0.505745684,0.47043029,0.395343898,0.066555436,1.369376682,0.695959309,0.028204882
1.804176709,1.98814902,0.163936506,0.002629631,0.081812328,0.513601741,0.514136961,0.415004097,0.093505521,1.194496979,0.675193561,0.102231603
2.166457546,1.793921625,0.137825844,0.00319656,0.233589018,0.46862321,0.46271128,0.398912235,0.121136394,1.144795356,0.784261998,0.026121345
1.135480965,2.499537774,0.174121366,0.003008712,0.148277512,0.471297112,0.507133879,0.404459148,0.106386093,0.975496473,0.980175641,0.002907061
1.002557459,2.519026092,0.18194435,0.001010489,0.236657748,0.438008786,0.460543242,0.410609746,0.141918167,0.800371619,0.994909361,0.013421582
1.320094377,2.295142947,0.182628183,0.014731888,0.157348032,0.45526341,0.508702729,0.383471778,0.097586104,1.263521788,0.75683516,0.006350959
1.330446092,2.303950695,0.174341193,0.001971562,0.218689244,0.458264271,0.499622498,0.320069213,0.154797348,1.046514265,0.628589252,0.110193567
1.47703227,2.253821126,0.141560475,0.00034814,0.14287023,0.572122561,0.384776927,0.434594837,0.112469259,1.037835075,0.841126251,0.002682831
1.374298467,2.140583745,0.193048521,0.005178622,0.154459448,0.469633522,0.502523382,0.359868874,0.139843022,0.989169157,0.800690437,0.018310984
1.591376829,2.021720053,0.190961451,0.001605105,0.121054705,0.482157501,0.513351348,0.359051524,0.125711586,0.969662624,0.849363173,0.044790406
1.284624826,2.193255081,0.17549694,0.033898963,0.216843213,0.449034054,0.443266543,0.429544973,0.100325727,1.261394242,0.593576887,0.026963563
1.398530286,2.134069775,0.192324803,0.004181526,0.166441724,0.446748709,0.55671514,0.320956797,0.155013218,1.015050885,0.857855671,0.012329036
1.550523865,1.975364399,0.187665891,0.005234403,0.244580776,0.421988252,0.48764192,0.366691974,0.144902891,1.140981665,0.558492938,0.083470841
1.524258765,2.096453471,0.185295734,0.003519474,0.161092919,0.467742587,0.468900825,0.411628969,0.095134307,1.217399228,0.78707352,0.057520762
1.170904426,2.321296131,0.176030762,0.006380635,0.250720295,0.413442159,0.543361761,0.36451336,0.114758954,1.380413857,0.493024733,0.011831286
1.240076469,2.10686975,0.19766161,0.006604502,0.203301064,0.464030765,0.452009486,0.45552623,0.062456251,1.074348183,0.919162639,0.067570789
1.238056548,2.39102819,0.16842583,0.002747954,0.22740838,0.448212033,0.462743975,0.410844006,0.110347563,1.246907443,0.667949186,0.010182646
1.390701983,2.155387734,0.182744778,0.005043652,0.184550825,0.45765347,0.469484219,0.41667444,0.095173307,1.102499862,0.879810617,0.003582471
1.255492387,2.294379547,0.187773322,0.005018363,0.185003142,0.468642577,0.413579439,0.459005325,0.092441448,1.252021881,0.746705838,0.010681725
1.302460468,2.306467208,0.178513925,0.003936089,0.121927866,0.517391681,0.430872253,0.413130998,0.115640797,1.078830048,0.761762434,0.012572648
1.919434998,1.802785803,0.160329098,0.000640087,0.213089201,0.455770943,0.481232643,0.437853747,0.116094848,0.993043634,0.876305238,3.37E-05
1.345468548,2.206349231,0.192405,0.003297137,0.119472918,0.477436787,0.480990044,0.424572658,0.110004718,0.98248823,0.777042823,0.020117648
1.587887648,2.042021821,0.170301646,0.0021111,0.160363622,0.493416055,0.499387254,0.374263192,0.102619613,1.076052849,0.866835202,0.049745566
1.572032609,1.96352641,0.187352235,0.002538866,0.195915626,0.463368033,0.401217845,0.471068845,0.098956812,1.052569447,0.798571496,0.124055524
0.927166886,2.596853666,0.173891167,0.000983614,0.221571616,0.457099703,0.476739865,0.421921598,0.096650209,1.240257825,0.668231133,0.013001053
1.271220136,2.35527055,0.175809698,0.002874504,0.298232621,0.378970145,0.552811327,0.367988562,0.087797429,1.230096912,0.774135758,0.069421508
1.537364749,2.080011933,0.173029631,0.003279503,0.189439117,0.466635157,0.484949723,0.403306821,0.117178705,0.892113588,1.04802098,0.009416866
1.348059193,2.276913475,0.18000663,0.002871631,0.183879812,0.444546322,0.49668432,0.394792058,0.121159801,1.037621267,0.813916213,0.018171638
1.222223819,2.279754847,0.18165512,0.001469099,0.40622185,0.334539231,0.533299772,0.423425395,0.113177296,0.853491105,1.153317288,0.000861773
1.255799221,2.374273152,0.17298765,0.004111094,0.178107688,0.458108989,0.519840228,0.365057183,0.150041174,0.814346525,1.147338132,0.007105761
1.011936451,2.57480808,0.177429549,0.002646187,0.186275541,0.479160535,0.463571991,0.391411402,0.123050663,1.013513095,0.865349665,0.030389862
1.451271617,2.265799817,0.15342,0.002412879,0.355209827,0.41291672,0.473953441,0.389384043,0.116378469,1.187345459,0.512687065,0.109275543
1.536401915,2.130334724,0.169696885,0.006543449,0.137865176,0.541882933,0.318684163,0.469529044,0.1385033,0.81565013,1.161909737,0.014856027
1.251864136,2.455257407,0.155319525,0.003692447,0.150895462,0.533497086,0.389585941,0.454848298,0.117168929,0.89352792,0.856084355,0.024917477
1.439495868,2.239937368,0.154022757,0.007202011,0.180215226,0.469947593,0.47932336,0.450906016,0.09461954,1.109383476,0.807042424,0.003466079
1.355844925,2.167717565,0.185464505,0.005698055,0.241711097,0.430355098,0.477473773,0.429870047,0.072734574,1.49091109,0.555560843,0.013726907
1.936083966,1.779320617,0.186648681,0.005287444,0.182550956,0.451964224,0.477046821,0.412718188,0.124956649,1.00235595,0.775408206,0.005139458
1.805874918,1.838738598,0.184395257,0.002184525,0.201484337,0.464642351,0.451171491,0.397650654,0.094287406,1.27877244,0.776998599,0.008172689
1.292906794,2.248627269,0.172836892,0.003260481,0.144892369,0.469009513,0.538701073,0.385113317,0.147814413,0.822117068,0.92267609,0.010222704
1.204291974,2.340092501,0.184344719,0.016869178,0.185852213,0.484911765,0.414550136,0.371382212,0.149536347,0.919931311,0.915152633,0.004643064
1.402768476,2.217675375,0.163229886,0.005143431,0.220237413,0.489692013,0.422298409,0.415157547,0.141875763,0.957173647,0.589159016,0.016431232
1.406404626,2.237735558,0.162734801,0.003544791,0.173439472,0.479152275,0.498176331,0.410370707,0.097842778,1.018982303,0.918074181,0.010320242
1.170785222,2.509577227,0.159317097,0.007589397,0.200676922,0.47104117,0.467079638,0.409369025,0.11545021,0.872195978,0.971515234,0.008832985
1.448542419,2.27313257,0.154478247,0.006831073,0.207505181,0.49767743,0.380620047,0.437065502,0.128149035,1.09033556,0.844442938,0.020499164
1.418615694,2.165067119,0.187762845,0.002238041,0.204183406,0.445577566,0.471089164,0.372067338,0.137287916,1.043678451,0.836453323,0.009358657
1.327014159,2.193287899,0.18372558,0.00618608,0.156277931,0.487068171,0.464708776,0.383456648,0.113789899,1.180549508,0.792488173,0.007670047
1.150987472,2.462455345,0.16776016,0.009062719,0.219685468,0.474985484,0.420948803,0.450609952,0.094093985,1.061377276,0.793784317,0.002213847
1.525362955,2.01505715,0.183622301,0.007134652,0.193278677,0.445055449,0.506222287,0.401691098,0.09842938,1.171921326,0.813637427,0.008082893
1.584528643,2.0420249,0.178669808,0.003285467,0.199306748,0.454252773,0.499382083,0.384981076,0.109912078,1.042626624,1.027555586,0.010012352
1.427372198,2.185630119,0.1735002,0.008937323,0.22467498,0.458067741,0.400073666,0.451423986,0.12049588,1.012748911,0.845659583,0.012128613
1.475500726,2.075003499,0.17423351,0.004684413,0.190146205,0.450615957,0.536503407,0.364002491,0.159610154,0.84176754,0.883133806,0.016650827
1.027698024,2.627973346,0.151746948,0.00627243,0.272595242,0.454144289,0.450270679,0.427473216,0.096973157,1.146298103,0.706022166,0.013352091
1.391057415,2.207958814,0.170079009,0.003036627,0.199957075,0.499879306,0.420065797,0.388037185,0.146152222,0.818880184,0.996769199,0.019265926
1.298090539,2.341119001,0.170850509,0.004751278,0.209249322,0.461381169,0.451487823,0.425090692,0.096946188,1.046342924,0.808370199,0.016302664
1.886013787,1.923066748,0.164441455,0.005115844,0.191380682,0.45936195,0.472840578,0.390052417,0.123651463,1.058749789,0.839451133,0.004838802
0.977949391,2.503798959,0.19996328,0.010745786,0.207132238,0.415916337,0.4833382,0.427823473,0.101738386,1.061541869,0.859326811,0.003553484
1.227598641,2.42233898,0.15784057,0.002505618,0.171801483,0.505233015,0.416024541,0.467999777,0.083897116,1.099200455,0.770609242,0.120048576
0.896888493,2.866964959,0.142758081,0.014382114,0.107727239,0.584637241,0.356805041,0.422295939,0.129905905,1.119691752,0.540192898,0.184801872
1.091818579,2.51008035,0.179029305,0.006008625,0.135253773,0.514237723,0.407047614,0.460821211,0.067293704,1.365065725,0.707065807,0.001019758
1.700458194,2.058605307,0.166767883,0.000866624,0.183551308,0.45039081,0.530596119,0.389153754,0.156008308,0.798111658,0.868122572,0.057836578
1.350613616,2.083951192,0.206528475,0.001694406,0.170701922,0.454324618,0.473308792,0.396239394,0.139915858,0.94894598,0.792257836,0.011881253
1.002690232,2.680435269,0.154412958,0.002804031,0.238232276,0.459332196,0.442974724,0.444463415,0.114833004,1.110647153,0.785234374,0.015513871
1.242135166,2.273855068,0.182757474,0.00359463,0.158849328,0.506102681,0.414491085,0.420244683,0.131510369,0.905022159,0.878131065,0.020906819
1.213121246,2.357590159,0.175808916,0.00388602,0.194397066,0.46277614,0.491550619,0.393818702,0.102363326,1.204290928,0.685612264,0.014112921
2.043363858,1.74757616,0.168029794,0.030841111,0.115453877,0.472262001,0.543571312,0.360686113,0.106298371,1.310713629,0.72334708,1.55E-05
1.523352005,2.139321799,0.173049805,0.005660684,0.205449062,0.451444871,0.468983753,0.398070742,0.115093889,1.161126073,0.678482363,0.141044241
0.951652238,2.633498119,0.161442689,0.000945133,0.282064345,0.433956095,0.497493881,0.379313176,0.134263106,0.965714293,0.854733263,0.00889263
1.722100364,1.890088445,0.191227962,0.001690597,0.266865425,0.397010103,0.506569357,0.424501754,0.066052846,1.456916909,0.73573832,0.005238925
1.038680485,2.440132203,0.193102641,0.00271156,0.185603366,0.464760648,0.469078182,0.387831084,0.143849845,0.696247023,1.051063335,0.034775605
1.191445897,2.399216543,0.189553862,0.003832896,0.18507957,0.468581467,0.448058557,0.386019297,0.132050864,1.088683383,0.726581747,0.004835136
1.344128922,2.301779557,0.160232787,0.003584484,0.186582303,0.492014855,0.459499192,0.422413187,0.103365663,1.03827373,0.786904292,0.014953061
1.519902415,2.177437462,0.163478942,0.00047296,0.214425512,0.451277825,0.491925727,0.387459933,0.140322329,0.941072641,0.817140544,0.000903165
1.369013051,2.293461672,0.165338273,0.003566957,0.123838767,0.529555215,0.430008068,0.422958032,0.11531285,1.069841569,0.782716411,0.019338524
0.910407755,2.612616855,0.195852377,0.006985318,0.155106124,0.429986203,0.561678013,0.373049139,0.093271624,1.244365275,0.797405383,0.01932412
1.431579313,2.082183643,0.189027818,0.004745003,0.192262752,0.474197001,0.440182866,0.404547804,0.107746771,1.055034864,0.880286056,0.01925454
1.401308572,2.169439261,0.184481833,0.003354044,0.184538963,0.47496653,0.454799005,0.415167792,0.117434814,0.940353097,0.95954336,0.012906873
1.052777616,2.569913093,0.1809226,0.006489659,0.19964089,0.436011897,0.478044129,0.414223643,0.105623513,1.089373309,0.818662757,0.00982397
1.304664446,2.333125289,0.165845715,0.002352523,0.224052731,0.451597924,0.462917332,0.393150328,0.135426342,1.063474728,0.79367494,0.003675564
1.272922115,2.288224405,0.178845596,0.002691471,0.155295827,0.497917924,0.436296241,0.403698594,0.134974274,1.023628136,0.813952147,0.025074289
1.206833793,2.352244767,0.176586236,0.006796824,0.170925835,0.481644382,0.44764108,0.436651119,0.128981193,0.866821798,0.920824363,0.028948755
1.389233973,2.333698616,0.153154601,0.004494129,0.260434113,0.428061913,0.523870607,0.372033059,0.142179306,0.875915655,0.820830962,0.014220482
2.129671292,1.661708534,0.183805559,0.002138408,0.181837586,0.472500107,0.434014064,0.417114542,0.110428874,1.221478429,0.625971346,0.065571825
1.886162054,1.864062037,0.162479971,0.004161548,0.225630446,0.439073159,0.50589595,0.409465986,0.117870221,1.002155673,0.89988595,0.010730264
1.314062737,2.257556058,0.180299238,0.001064948,0.22946773,0.425890874,0.532634925,0.358806883,0.104615566,1.116622703,0.937875162,0.003889191
1.52200814,2.143929407,0.17457783,0.002934025,0.187496117,0.439835819,0.5016823,0.420528464,0.100954671,1.080825243,0.918913886,0.048228735
1.348540983,2.381443813,0.158820687,0.00131634,0.158996983,0.515022891,0.381839071,0.461910241,0.154246587,0.777944966,0.936608199,0.050306576
1.687487233,2.032670643,0.164935145,0.004018167,0.233548808,0.439601459,0.515588715,0.36352428,0.151375999,0.802455514,0.956454075,0.01638992
1.248637018,2.51166396,0.153978003,0.00443771,0.20541387,0.476848682,0.470502551,0.384529569,0.08261483,1.46709753,0.622622508,0.003682699
1.035236729,2.368706206,0.208987375,0.005668836,0.154904667,0.450025441,0.526632046,0.365156169,0.141152021,0.913050707,0.987613637,0.006657834
1.389871028,2.383673682,0.165214489,0.003045896,0.114666361,0.512669476,0.455316727,0.390987402,0.135996117,0.909807428,0.868753925,0.10980515
1.699723213,2.047278076,0.155491538,0.002106714,0.175514376,0.498392167,0.463579741,0.39265665,0.113351354,1.118416751,0.718688915,0.009472468
1.087236089,2.273104343,0.209228394,0.001064058,0.118369163,0.508895709,0.429389533,0.453070641,0.087799532,1.038331048,0.976082367,0.01808819
1.329475413,2.267106386,0.17683518,0.004558473,0.197384457,0.475890147,0.488884515,0.342573064,0.140181154,1.037467674,0.781643515,0.075618012
1.748575009,1.962272617,0.172630065,0.00504288,0.231950109,0.435833808,0.494047487,0.402833819,0.101513392,1.09168067,0.898341135,0.000777335
1.68335634,1.998498953,0.165950439,0.000726988,0.375878504,0.337212604,0.591007294,0.400552838,0.109431098,1.047652223,0.81184376,0.078771774
1.425466571,2.212705626,0.162803029,0.009806866,0.253096864,0.45378234,0.472223975,0.384134437,0.091121839,1.261647993,0.777081307,0.006464242
1.547401567,2.056482644,0.18612957,0.004480232,0.165295617,0.463050257,0.431830072,0.432144086,0.139298485,1.026792942,0.773697745,0.029761614
1.328712559,2.085838304,0.207737864,0.002375546,0.217905691,0.405916259,0.529829023,0.39091542,0.118183928,0.918380606,0.94520473,0.025666528
1.207743338,2.247295627,0.18743573,0.005740038,0.149403414,0.497112595,0.471286558,0.38620763,0.138034463,0.950520243,0.745246927,0.050288202
1.100492772,2.488065633,0.172471248,0.007508084,0.134192129,0.501545458,0.497712392,0.348945074,0.1360434,1.003111765,0.933984501,0.002631012
2.532124032,1.332861843,0.185762911,0.00096823,0.099045555,0.52118959,0.465334101,0.398332161,0.135281896,0.937584969,0.945367751,0.00234333
1.283423697,2.125721763,0.20431203,0.003165817,0.224244997,0.428524032,0.464380445,0.430030235,0.092348779,1.207430632,0.744596201,0.004240726
1.64024382,1.998882623,0.162138506,0.005929659,0.170872189,0.521872982,0.428311716,0.422217284,0.117950179,0.829027245,1.041659412,0.010822212
1.351736387,2.307291699,0.17110006,0.003485565,0.149007243,0.498943797,0.454759631,0.389484128,0.128012296,1.09336573,0.797439282,0.005858524
1.111542749,2.51421821,0.163430152,0.003043407,0.209585335,0.459434683,0.516984945,0.369649893,0.120173352,0.943030449,0.879060625,0.052279921
1.704334949,1.963780926,0.167712893,0.007925579,0.120709398,0.543209611,0.409001626,0.449595762,0.076412382,1.272743744,0.710873537,0.032459369
1.347078486,2.301808037,0.169393017,0.002961049,0.16542101,0.493317563,0.440451151,0.404961598,0.119904083,1.052750083,0.803083032,0.027858367
1.333456209,2.220608778,0.178118145,0.000594557,0.274124926,0.415758094,0.473080354,0.447053729,0.088141907,1.08596553,0.890277511,5.01E-05
1.680336482,2.049746954,0.157505095,0.001349135,0.245689381,0.479303738,0.395382172,0.456599499,0.111150188,0.882322215,0.967113383,0.049924733
1.446456419,2.201177929,0.170014068,0.004886102,0.164901277,0.47225062,0.478585425,0.412184618,0.131862168,0.842864005,0.929926633,0.008783749
1.227063411,2.3619932,0.17771619,0.004569748,0.187440622,0.483290478,0.45819326,0.361073436,0.111989976,1.261451804,0.597253514,0.025217234
0.923582162,2.541981692,0.196325987,0.011642965,0.085409766,0.510216422,0.490087222,0.396593034,0.097667615,1.188671496,0.811718146,0.059230994
1.135693779,2.280363489,0.196326683,0.012189399,0.129943311,0.485376752,0.460650686,0.403072789,0.107569109,1.106445551,0.869183232,0.002508929
1.199054768,2.482796835,0.161270923,0.001856334,0.189199022,0.511307057,0.391652408,0.422080252,0.117352959,0.976771597,0.933620387,0.03357962
1.921644465,1.676445558,0.18640166,0.000142963,0.353937792,0.389823636,0.487103459,0.377727999,0.134219306,1.018462078,0.627376806,0.162552926
0.972723957,2.552602831,0.174479645,0.005235468,0.180220704,0.479768554,0.466783392,0.446523137,0.078057261,1.070476537,0.948588547,0.003894006
1.069899287,2.459021652,0.187530737,0.002567368,0.175957407,0.46066085,0.5027208,0.383737883,0.092099572,1.355500318,0.537260907,0.089339002
1.240239589,2.415036155,0.161329516,0.003553754,0.191008324,0.490927387,0.392535067,0.464822075,0.12451846,0.923570486,0.811525629,0.010586583
1.249938308,2.284651214,0.1703899,0.011363646,0.200850317,0.463722822,0.505740965,0.341021848,0.098046877,1.424287221,0.662403611,0.004541317
1.416963049,2.199153357,0.174917824,0.006822188,0.174789345,0.478053156,0.459962681,0.394923713,0.111999387,0.908091166,1.108278724,0.041759815
1.569192001,1.917529244,0.19382348,0.001893743,0.162580638,0.472402187,0.46511548,0.432731613,0.112387766,1.018894922,0.790998667,0.043591433
1.231651458,2.294098497,0.175407941,0.024396653,0.151892789,0.503786488,0.429437351,0.418219346,0.093026473,1.132700123,0.766826861,0.048052447
1.391289055,2.191163122,0.175329402,0.002624812,0.282752452,0.366585312,0.595239983,0.403096441,0.09753532,1.157390821,0.806328561,0.001333944
1.290803988,2.263969279,0.174937002,0.01404262,0.176825269,0.504070988,0.389314326,0.442870079,0.10178397,1.139721128,0.806461111,0.004755266
1.506084867,2.165546585,0.162242068,0.004946989,0.214469144,0.461796752,0.515867712,0.346261556,0.153411356,0.821670169,0.913661476,0.017164029
1.29011204,2.216541772,0.181107593,0.009615189,0.210923784,0.465886492,0.433729628,0.459626947,0.09788101,0.974634162,1.070607578,0.002451665
1.248550445,2.326920021,0.188543425,0.007715565,0.118738454,0.48322747,0.485543463,0.387269014,0.157018983,0.777505403,0.989856084,0.01216859
1.451440345,2.103438293,0.172672702,0.005059358,0.195704689,0.490876024,0.467218904,0.378130152,0.118002182,0.984094347,0.935489078,0.008196804
1.212543781,2.321296804,0.188983194,0.011814322,0.168068437,0.429592108,0.519827045,0.384895545,0.124145213,1.086151966,0.74698675,0.058799377
1.320860121,2.216939359,0.183766678,0.001865894,0.283325839,0.413597049,0.503938477,0.370114427,0.108515687,1.16889572,0.875026475,0.002241424
1.367586551,2.229230898,0.170607977,0.002979602,0.185102579,0.489350303,0.4681759,0.392718124,0.10908209,1.161145178,0.752491475,0.0134965
1.257436946,2.23503945,0.195307495,0.005810509,0.144614791,0.479197493,0.47649811,0.41789519,0.114869165,1.019247135,0.77520402,0.023918428
1.412986966,2.158134772,0.183047713,0.005113272,0.174392825,0.480356065,0.441997616,0.391810515,0.117891499,1.117038605,0.912939268,0.008098485
1.069013129,2.529032082,0.17743824,0.004092196,0.173278946,0.46888212,0.455529821,0.397564868,0.126392898,1.087604194,0.751812859,0.029343433
1.417689202,2.161077255,0.172999142,0.003045473,0.220854433,0.447047041,0.506569473,0.37734135,0.116364411,1.175711441,0.733181268,0.029929932
1.35485676,2.240759838,0.168405541,0.004648768,0.191434517,0.51720651,0.406429219,0.397831736,0.152997771,0.91580537,0.840248594,0.015501507
1.286896767,2.210165797,0.189849386,0.003903547,0.178754361,0.477389313,0.462545909,0.405653231,0.098213322,1.122074008,0.757043745,0.010731506
0.822314342,2.755241412,0.170140893,0.00978859,0.325170378,0.374047014,0.559050823,0.364532667,0.115998933,1.228239933,0.573954305,0.042518141
1.47171025,2.059534076,0.186305062,0.001180126,0.150067732,0.509817553,0.422799582,0.423464852,0.121691855,0.886183982,1.006618069,2.26E-05
1.322203451,2.28433419,0.191194364,0.003258702,0.160560409,0.464523141,0.440035725,0.407650428,0.135395695,1.007316171,0.834256646,0.014585296
2.179947657,1.598692705,0.179764245,0.001398736,0.08861246,0.586678633,0.39050748,0.397114842,0.129849326,0.962590987,0.6869716,0.170961413
1.525335825,2.152442402,0.160974301,0.001947327,0.190819601,0.506127049,0.439821666,0.397871051,0.131548618,0.978734386,0.807400354,0.024630548
1.386091484,2.118917374,0.189123151,0.004546331,0.195595828,0.439333037,0.48584883,0.396768243,0.149313498,0.906995555,0.780334629,0.01185639
1.464716208,2.164235721,0.16696076,0.006601245,0.196568905,0.459343075,0.479541898,0.416125979,0.133761354,0.946486433,0.903844339,0.005598021
1.409260726,2.283701302,0.145998829,0.007978433,0.210057765,0.513938232,0.431434169,0.419609197,0.063615872,1.323767531,0.838798798,0.00990057
0.70808882,2.881714428,0.18035093,0.002077848,0.168121372,0.486701217,0.469997895,0.432845952,0.034672809,1.63626523,0.607023019,0.029653194
0.831590312,2.893698934,0.170232332,0.004065748,0.194076985,0.459900861,0.444375841,0.474768148,0.097009123,0.943053974,0.965846649,0.068243996
1.328796536,2.119067999,0.19125712,0.001145326,0.114826647,0.504552104,0.50620375,0.382448309,0.111020842,1.191494343,0.703570955,0.018019764
1.099151506,2.504369197,0.159792728,0.001780895,0.249290847,0.47192666,0.451126462,0.379125042,0.124858349,1.128733719,0.738394752,0.00258055
0.866489387,2.658730845,0.189020855,0.00495397,0.145187817,0.4459588,0.547542136,0.394999087,0.104422623,1.055121822,0.813078505,0.054077115
1.491369349,2.139241324,0.146380692,0.003512755,0.217876695,0.513522593,0.417552847,0.447774182,0.077860058,1.184944995,0.785807565,0.011830036
1.369456606,2.124985582,0.185623142,0.003342138,0.214838611,0.473875342,0.430918205,0.416528347,0.114716554,1.079315091,0.799586457,0.019559376
1.369310506,2.196720966,0.184938336,0.004681002,0.203711165,0.448838542,0.500037001,0.377022629,0.137497508,0.982497314,0.801103214,0.01533274
1.486847043,2.108020055,0.170967033,0.005482059,0.158627304,0.485293045,0.477708454,0.404379544,0.117227214,0.99403169,0.962929819,0.00435484
1.56761949,2.122240646,0.174207443,0.006647637,0.244829227,0.420545106,0.514145532,0.393848813,0.087321826,1.247903574,0.764417223,0.012587732
1.402847938,2.20176443,0.164642064,0.003735719,0.224686332,0.457767495,0.4868505,0.389810893,0.138090762,0.783463402,0.975779404,0.027511368
1.444325303,2.018345988,0.183674557,0.008675407,0.231474237,0.448932906,0.473055289,0.360295408,0.154550583,0.895305261,0.916582146,0.009420368
1.238277513,2.345519976,0.164412363,0.007489438,0.19085903,0.499287171,0.438352378,0.404520141,0.097191797,1.235920221,0.731632084,0.005129438
1.284100663,2.15610093,0.193294383,0.004721643,0.191347392,0.467905801,0.463995613,0.399524205,0.114789448,1.136822124,0.762871989,0.021135998
1.511909084,2.032760388,0.178459057,0.007148256,0.238697417,0.477059724,0.390753662,0.427795257,0.135621087,0.854854827,0.919139132,0.045029231
1.313675062,2.383118952,0.168699967,0.002901913,0.182396095,0.480418637,0.437617862,0.418252233,0.099102992,1.001378928,0.949806342,0.022203904
1.173969069,2.353159218,0.184651931,0.001075252,0.184023187,0.457484348,0.508277571,0.376064734,0.142053144,0.825490859,0.958442409,0.010768812
1.299579136,2.236402204,0.174345853,0.00032552,0.125350964,0.509314617,0.508681494,0.400249154,0.083977298,1.326763439,0.577541627,0.086942321
1.170382084,2.469371672,0.188545908,0.002796048,0.143785236,0.461280861,0.511897847,0.390188844,0.075819525,1.399957308,0.653113169,0.007882098
