"x"
10.3025
8.96808
7.96648
7.20424
6.59544
6.09816
5.68444
5.33497
5.03596
4.77729
4.55109
4.35094
4.18257
4.01618
3.88235
3.74652
3.63048
3.53183
3.42811
3.34586
3.25754
3.18135
3.11116
3.04611
2.99122
2.92905
2.87623
2.82674
2.78029
2.74155
2.69534
2.65599
2.61908
2.58425
2.55576
2.51992
2.49017
2.46187
2.43491
2.41327
2.3846
2.36076
2.33817
2.31661
2.29594
2.27612
2.25708
2.23879
2.22119
2.20425
2.18785
2.1718
2.15646
2.1417
2.12743
2.11363
2.10026
2.0873
2.07474
2.06254
2.05064
2.0389
2.02759
2.01663
2.00594
1.99553
1.98537
1.97546
1.96577
1.9563
1.947
1.93775
1.92879
1.92003
1.91145
1.90301
1.89473
1.8866
1.87859
1.87072
1.86294
1.85518
1.84759
1.84013
1.83277
1.8255
1.81831
1.81121
1.80418
1.79723
1.79033
1.78344
1.77665
1.76993
1.76326
1.75665
1.75008
1.74355
1.73706
1.73061
1.7242
1.71779
1.71143
1.7051
1.6988
1.69251
1.68625
1.68001
1.67379
1.66758
1.66139
1.65523
1.64906
1.64291
1.63676
1.63061
1.62447
1.61833
1.6122
1.60607
1.59995
1.59387
1.58776
1.58164
1.57551
1.56938
1.56325
1.5571
1.55096
1.5448
1.53866
1.53258
1.52644
1.52027
1.51409
1.50791
1.50171
1.4955
1.48928
1.48305
1.47683
1.4707
1.46449
1.45824
1.45198
1.4457
1.43941
1.43311
1.4268
1.42047
1.41416
1.40796
1.40166
1.39532
1.38896
1.38259
1.37621
1.36981
1.3634
1.35698
1.35058
1.34425
1.33794
1.33151
1.32492
1.31862
1.31197
1.30568
1.29919
1.2925
1.28623
1.27972
1.27348
1.26699
1.26021
1.25399
1.24716
1.24095
1.23441
1.22756
1.22137
1.21473
1.20857
1.20205
1.19515
1.189
1.18206
1.17592
1.16938
1.16245
1.15632
1.15001
1.14312
1.13705
1.1301
1.12403
1.11751
1.11054
1.10448
1.09754
1.0915
1.08524
1.07837
1.07238
1.06546
1.05948
1.05303
1.0461
1.04013
1.03326
1.02731
1.02114
1.01436
1.00847
1.00164
0.995768
0.989424
0.98261
0.976754
0.97001
0.964174
0.958141
0.95151
0.945737
0.939071
0.933315
0.927118
0.920484
0.914753
0.908202
0.902495
0.896633
0.890212
0.884574
0.878128
0.87251
0.866498
0.860101
0.854513
0.84821
0.84265
0.836993
0.830833
0.825349
0.819173
0.813713
0.80792
0.801807
0.796383
0.790373
0.784981
0.779558
0.7737
0.76839
0.762524
0.757243
0.751699
0.745907
0.740669
0.734986
0.729784
0.724619
0.719094
0.71398
0.708454
0.703373
0.698103
0.69266
0.687627
0.682297
0.677305
0.672418
0.667249
0.662351
0.657186
0.652324
0.647348
0.642271
0.637465
0.632503
0.627742
0.623147
0.618346
0.613682
0.60889
0.604267
0.599599
0.594898
0.590337
0.58575
0.581237
0.576944
0.572515
0.568104
0.563687
0.55932
0.554969
0.550646
0.546346
0.542133
0.537884
0.533898
0.529838
0.525694
0.521649
0.517552
0.513522
0.50957
0.505545
0.501699
0.497728
0.494049
0.490348
0.486482
0.482799
0.478984
0.475276
0.471684
0.467943
0.464452
0.460767
0.457391
0.45393
0.450564
0.447011
0.443594
0.440204
0.436842
0.433623
0.430199
0.42696
0.42388
0.420726
0.417691
0.414429
0.411322
0.408243
0.40519
0.402295
0.399165
0.396229
0.393434
0.390578
0.387853
0.384883
0.382076
0.379296
0.376542
0.37395
0.371113
0.368468
0.365944
0.363372
0.360936
0.358255
0.355735
0.353241
0.350772
0.34846
0.34591
0.343541
0.341275
0.338973
0.336803
0.334402
0.332154
0.329931
0.327732
0.325679
0.323406
0.321298
0.319272
0.317224
0.315298
0.313167
0.311175
0.309205
0.307259
0.305442
0.303436
0.301571
0.299767
0.297956
0.296156
0.294475
0.292624
0.290891
0.28918
0.287491
0.285915
0.284184
0.282585
0.280992
0.279415
0.277935
0.276323
0.274809
0.273315
0.271841
0.270454
0.268955
