No Intervention,School Closure,Intense Lockdown,Relax Intervention 1,Relax Intervention 2,Relax Intervention 3,Lockdown Level 2,Lockdown Level 3,Lockdown Level 5
0.675025097,2.552908689,0.15988085,0.110609669,0.01223058,0.484023283,0.41162429,0.348447513,0.172304139
1.418138379,1.722395678,0.157155778,0.118356375,0.043004028,0.478066614,0.441440712,0.318648912,0.169417176
1.461091797,1.76119068,0.143981233,0.119859075,0.094281247,0.429371613,0.438290684,0.323122654,0.142600583
1.509486208,1.644271081,0.18217674,0.082869123,0.118309069,0.378586747,0.530717353,0.262207064,0.209169056
1.554112942,1.808831249,0.126404293,0.130478204,0.021297746,0.516765143,0.415191627,0.371937795,0.108773138
1.900171786,1.596522382,0.12532218,0.192585123,0.067295255,0.377228552,0.543438413,0.305441565,0.151304449
1.252802889,2.001735522,0.134881753,0.243742464,0.074074196,0.343133409,0.519845271,0.389826402,0.060968322
1.56533141,1.522392571,0.16999906,0.129160364,0.082052933,0.41874537,0.488406434,0.288805655,0.172689902
1.283188194,1.980720327,0.143394761,0.017536908,0.165101115,0.475055871,0.463805344,0.301362029,0.124653763
1.690122164,1.623092977,0.147318461,0.083387673,0.03511962,0.517718359,0.422817009,0.275109543,0.26108529
1.887321447,1.574708439,0.131935121,0.140670978,0.087882285,0.399471032,0.532616504,0.270781554,0.280670761
1.874466996,1.457155146,0.148826697,0.102945479,0.047806477,0.466163017,0.503232667,0.253982359,0.225659077
1.075607445,2.060469381,0.133244013,0.148970239,0.021192428,0.488031545,0.433692056,0.333089291,0.181685036
2.25083634,1.234437485,0.113087189,0.297443331,0.094727546,0.336270218,0.593731946,0.283455219,0.166909928
1.633444957,1.544888697,0.164116649,0.052161525,0.038270826,0.528871799,0.433751474,0.29245337,0.205863903
1.437025355,1.720781168,0.154269432,0.158390168,0.056286269,0.463280509,0.36692928,0.340513247,0.144589155
1.217000672,1.974841998,0.151319983,0.073778561,0.193407592,0.372376051,0.495035657,0.273894149,0.242110258
2.355506967,1.026831066,0.189043555,0.062517572,0.054228728,0.483729983,0.461481338,0.261474489,0.229865952
1.25593942,1.774702032,0.169541776,0.103377732,0.044310343,0.458509186,0.477146842,0.266926555,0.259386257
1.701165891,1.287168473,0.191991119,0.076817068,0.036247565,0.490640514,0.475914171,0.263389773,0.192889028
2.179293454,1.20378223,0.158372594,0.083879411,0.128035037,0.395289786,0.527171053,0.283472135,0.213477869
1.573786918,1.64208014,0.176430372,0.064833078,0.08840194,0.421529483,0.488612102,0.317190863,0.172341301
1.713589119,1.429130639,0.163381232,0.111735647,0.045771682,0.430986915,0.568435764,0.250074476,0.212990447
2.413993351,1.002755399,0.174966227,0.140631534,0.072007878,0.387644572,0.497990666,0.359673536,0.064399815
2.051075082,1.259867611,0.167369964,0.084050633,0.076078615,0.430874425,0.52663151,0.258743219,0.169513445
1.707058847,1.544754571,0.150976804,0.068191089,0.112038119,0.456653361,0.387139566,0.415326134,0.060580738
1.330074427,1.73486728,0.160176129,0.148242799,0.024874767,0.469309992,0.448270738,0.326423118,0.177905282
1.989826935,1.479378518,0.132258328,0.174528414,0.023852311,0.440351085,0.483057369,0.322141737,0.174699002
1.345611293,1.743428975,0.170722816,0.115147672,0.035391692,0.469532052,0.455191817,0.314763696,0.093871249
1.390869957,1.766861054,0.141494505,0.085701039,0.142122511,0.41680373,0.485121247,0.311686554,0.174563304
0.984281447,2.374551992,0.130296785,0.12169277,0.07475818,0.438676655,0.492116371,0.31117388,0.163512576
1.337825535,1.751332744,0.15860161,0.115080769,0.069674378,0.454970951,0.428229602,0.34365941,0.131327417
2.139816978,1.14091469,0.173133322,0.069517293,0.08766569,0.441689321,0.500533335,0.303710323,0.138603837
1.346527586,1.898377836,0.141449973,0.083638442,0.104339192,0.441536012,0.505948732,0.258328777,0.15922209
0.818615546,2.394851712,0.155688619,0.054875352,0.05275781,0.47055207,0.521053596,0.280299888,0.163503595
2.091665381,1.249584998,0.181873717,0.057341842,0.045755105,0.451128898,0.542773178,0.30203518,0.117971762
1.485043075,1.716334144,0.163864374,0.062478639,0.048159718,0.489973871,0.49736913,0.252507469,0.209967979
1.730743638,1.330636112,0.189831352,0.067537483,0.050149482,0.432028962,0.503338324,0.366033193,0.131099405
1.899523167,1.342020753,0.174312516,0.057967385,0.157053537,0.381179253,0.540063813,0.280472769,0.224718722
1.097672583,1.973856782,0.167166388,0.133767787,0.071156302,0.425886314,0.495336759,0.216083651,0.279734022
1.288837935,1.923774592,0.142942928,0.12320606,0.101047565,0.39109042,0.562884872,0.28860334,0.1769709
0.80862771,2.422836035,0.144736812,0.130382153,0.038966653,0.44111859,0.525741713,0.285146605,0.188076881
1.654341609,1.602440791,0.142569899,0.129223081,0.110391758,0.425116902,0.453618628,0.294954019,0.16121327
1.941750694,1.295362525,0.162496958,0.138635472,0.054021603,0.458780644,0.42587349,0.313041818,0.170895577
1.872914662,1.482891241,0.149137299,0.117105002,0.027846414,0.486155432,0.458743536,0.307968415,0.210693925
1.425740694,1.786745625,0.150722289,0.127778697,0.06004472,0.441944297,0.501631092,0.298076722,0.150264461
0.95506998,2.168723816,0.146107149,0.06035752,0.000707015,0.578559967,0.442272317,0.302552129,0.115212594
1.692950896,1.552628098,0.164061692,0.096029684,0.03515958,0.48580488,0.442214119,0.293349635,0.215013151
2.030663184,1.288018263,0.178047959,0.164265908,0.011655853,0.328955964,0.720750763,0.297564161,0.136554533
2.104945422,1.406454639,0.13422309,0.181219812,0.02640667,0.403522043,0.54876529,0.256367672,0.253124493
1.628661262,1.489142806,0.162651636,0.091133662,0.064561662,0.423360942,0.525790982,0.348305279,0.166717511
1.945845559,1.412620928,0.154428251,0.099264844,0.105708469,0.414926367,0.46254567,0.346002863,0.174500364
1.116461179,2.004626844,0.161105218,0.081920543,0.112490753,0.422388842,0.469949228,0.290313084,0.194119183
1.949135273,1.243366531,0.192863854,0.065620135,0.11267727,0.357740294,0.565736401,0.317162091,0.175007543
1.57981235,1.620783384,0.175307005,0.043096698,0.138681491,0.376431133,0.518623828,0.339680766,0.15035209
1.390090963,1.746292769,0.1712306,0.049803147,0.05036587,0.495159798,0.418831936,0.366600281,0.140041779
1.881463784,1.264789348,0.179115638,0.090098479,0.045852272,0.494722463,0.406124426,0.270308556,0.257043223
0.615582848,2.580905641,0.150626627,0.131051044,0.078625328,0.417690558,0.492995441,0.287679636,0.198096306
1.765077352,1.442719216,0.167015524,0.139808731,0.012233218,0.445424878,0.512060333,0.293418624,0.171759845
1.653430245,1.637133147,0.158392704,0.083148,0.104812924,0.448633417,0.407912222,0.316831119,0.167807265
1.646217629,1.601981335,0.146064536,0.044154536,0.081869837,0.528728841,0.409752936,0.29794674,0.178465765
1.817658219,1.600186372,0.122783897,0.180876891,0.161570735,0.268261944,0.762040437,0.296098696,0.144449139
1.485171346,1.635422333,0.142205694,0.095770731,0.180146858,0.407408052,0.451693169,0.346142943,0.172645712
1.917593678,1.466315704,0.157247572,0.075118148,0.019472238,0.484177361,0.495154911,0.303733035,0.158817729
1.835450368,1.358356437,0.165752217,0.078194849,0.076438912,0.468054533,0.446619713,0.313025157,0.154340775
1.520281186,1.901074813,0.122998344,0.076755835,0.095086426,0.450933524,0.531242817,0.249813497,0.220991581
1.664036462,1.440545935,0.184340567,0.039948629,0.039543984,0.485730117,0.515215014,0.264834433,0.203885861
1.531955463,1.86501913,0.122738961,0.090625854,0.039556322,0.521768742,0.45064817,0.312266811,0.158199825
0.852769076,2.486918193,0.120936076,0.18426498,0.059973177,0.469273454,0.40050904,0.339238501,0.18003035
1.721021736,1.447476025,0.176238071,0.10872429,0.10022563,0.406822282,0.48476144,0.312817342,0.151493039
1.200562206,1.925977001,0.145508421,0.083640824,0.084147934,0.425753318,0.589402421,0.295037914,0.13594392
1.259087323,1.746685653,0.172128557,0.079075777,0.095710533,0.459857585,0.411461508,0.316871999,0.134053263
0.954090164,2.232291096,0.144076309,0.1049053,0.011679801,0.482930523,0.507923021,0.340987159,0.147416386
1.281125685,1.782819092,0.170835449,0.113840359,0.040506139,0.456930822,0.443776058,0.298993869,0.238560036
1.135946739,2.132424202,0.126818829,0.166837369,0.126681778,0.380813685,0.517414426,0.300651946,0.17203225
1.30932461,1.938035073,0.142565474,0.053273732,0.195181813,0.43612772,0.351250652,0.416488201,0.133178987
1.558546982,1.683510022,0.151364813,0.073565939,0.210246992,0.388030922,0.459913556,0.347346995,0.072470406
2.132151019,1.194441587,0.170731357,0.066156294,0.029360858,0.520952904,0.451949702,0.263903922,0.217140007
1.786099616,1.578599162,0.145869218,0.105553779,0.07018921,0.42265562,0.55814046,0.27095645,0.182203702
0.79708555,2.367240485,0.142824779,0.12571044,0.143032722,0.401625103,0.450239281,0.300022785,0.19156241
1.824944815,1.509021809,0.144958473,0.112437469,0.044511468,0.46159917,0.474896911,0.333423152,0.148181264
1.471066184,1.542861454,0.164274668,0.137715457,0.042358833,0.445568435,0.535501913,0.28191153,0.169849922
2.12965639,1.130621128,0.189671478,0.118678765,0.02994403,0.44240476,0.430805428,0.357009171,0.149767921
2.109509486,1.169418995,0.169184022,0.166045157,0.143528002,0.317273134,0.567185235,0.311068107,0.171102045
1.908530877,1.582913052,0.129042022,0.069966619,0.220046747,0.416310714,0.407091284,0.32229622,0.178986538
1.64797459,1.538609624,0.178958187,0.040921393,0.02914717,0.504677833,0.438549494,0.332266442,0.146728347
1.606782191,1.820013716,0.126237818,0.140130889,0.038869019,0.484774765,0.42501273,0.319587541,0.188086264
1.574400165,1.666486651,0.152349987,0.100270684,0.025278908,0.488401183,0.460103894,0.341505228,0.127076789
1.809129145,1.549184049,0.141339763,0.12307703,0.070154033,0.452971621,0.431946076,0.342046669,0.182675104
1.177089015,2.127597684,0.126498575,0.117984535,0.066680083,0.476425956,0.468998598,0.257428791,0.244483101
1.432521386,1.607500017,0.16533545,0.127090081,0.091068724,0.404237438,0.515489979,0.275448222,0.227279765
1.51732365,1.548029922,0.184954044,0.060226926,0.089400278,0.434355634,0.47326109,0.271643452,0.19092424
1.697176799,1.427293263,0.184538838,0.040265305,0.095904838,0.428421352,0.519989598,0.333251388,0.072525306
1.562597543,1.652470703,0.154690953,0.108323929,0.061446465,0.461850152,0.461791869,0.277459371,0.248412367
1.776294335,1.641090323,0.139785274,0.124566499,0.126491739,0.393028903,0.492352611,0.335179743,0.101773233
2.038630685,1.259336239,0.157643062,0.114166542,0.056716736,0.466976895,0.447498658,0.332970298,0.152698025
0.875541567,2.306047693,0.149935224,0.029263408,0.304056927,0.34866985,0.459931353,0.361275393,0.166004741
1.130918897,2.070434883,0.134220133,0.161367016,0.043538419,0.457264695,0.468991082,0.291201223,0.2046916
0.710238991,2.499690412,0.142789037,0.039791398,0.060250514,0.503357531,0.504188951,0.309242436,0.112857989
1.425492646,1.731482189,0.158057107,0.078300884,0.262315779,0.309062741,0.531858655,0.327250698,0.164851369
1.455021595,1.821786445,0.131294704,0.142928083,0.085617758,0.392425477,0.599583968,0.265894281,0.131949777
1.613914084,1.713863116,0.144720499,0.138255311,0.030066965,0.491656981,0.39926132,0.333675931,0.215499018
1.278994071,1.918376468,0.131237672,0.139728824,0.033665171,0.482621211,0.511443268,0.259204712,0.196678084
1.869131743,1.502226136,0.148336659,0.068642368,0.168426861,0.386261286,0.517342126,0.268519463,0.205594913
1.468240835,1.650455321,0.175341036,0.065437329,0.056725494,0.433906702,0.48982952,0.346859127,0.138134307
1.810297283,1.472766977,0.144324463,0.152676001,0.042619708,0.443061215,0.46960195,0.312673261,0.204877967
1.786526205,1.691846748,0.121180401,0.061948984,0.064095512,0.533296637,0.418630975,0.308320967,0.216557827
1.695474679,1.613871685,0.147945442,0.060486609,0.113435259,0.437761106,0.47523776,0.2834517,0.223657256
1.570507501,1.585288599,0.173319091,0.099880199,0.029456029,0.458767406,0.466432119,0.317418074,0.173190903
1.954228216,1.356734432,0.165017459,0.064431158,0.048174774,0.485820184,0.448917595,0.311645852,0.171764953
1.488098909,1.832085932,0.143753749,0.102634314,0.06920601,0.464612468,0.465301988,0.315988289,0.169458775
2.140226458,1.235838139,0.151942324,0.118846463,0.175586294,0.34482095,0.565539361,0.253680841,0.171048922
2.003528007,1.446826535,0.146128259,0.146945254,0.054183915,0.467493028,0.355724132,0.404796479,0.117806787
1.835111292,1.360820483,0.166251033,0.072820506,0.138676499,0.431655017,0.469840705,0.302758032,0.145851368
1.707717197,1.357446033,0.195962521,0.058111856,0.104929559,0.402542074,0.546110788,0.243429293,0.175553423
2.218377294,1.123758254,0.165592406,0.097856667,0.079626516,0.481077101,0.384506984,0.336131581,0.19172348
1.568713519,1.56426839,0.173369165,0.075146628,0.144194927,0.397482086,0.45419131,0.334514368,0.177304339
2.029958154,1.377988967,0.139224524,0.189008792,0.171136239,0.244638268,0.752057013,0.268513829,0.175947269
1.633580378,1.475963705,0.176324179,0.044992192,0.133485494,0.441706897,0.457216626,0.284139421,0.208512794
1.128193131,1.890414885,0.189700433,0.088927685,0.110180894,0.359415854,0.54684996,0.33200249,0.058420884
1.870427145,1.492957161,0.139739911,0.09010633,0.083999515,0.450391254,0.46470873,0.340259092,0.165858643
1.844872286,1.485697471,0.137907511,0.100251475,0.042819734,0.480210625,0.488206487,0.289342511,0.196899013
1.149494574,2.02008996,0.162607132,0.05551611,0.07028544,0.470546038,0.498618537,0.259427868,0.192841087
1.383664683,1.682901203,0.17641361,0.034335888,0.15777723,0.420746263,0.49365948,0.328556687,0.116115409
1.831596897,1.334876954,0.184386063,0.072546547,0.034475037,0.48931075,0.399432672,0.370023048,0.208046152
1.885168657,1.508895136,0.153039849,0.078920049,0.158262095,0.366311477,0.476891203,0.336556055,0.244356302
1.297914212,1.650940892,0.183280601,0.090327805,0.056927106,0.456868117,0.468191759,0.275682648,0.190258212
2.380045062,1.089116705,0.184839565,0.061613506,0.07424468,0.405856125,0.556397271,0.243240187,0.253678368
1.745472176,1.688073736,0.146241651,0.10050052,0.063049434,0.446974104,0.446193113,0.338607527,0.147273163
2.193191015,1.121579114,0.180164002,0.106319425,0.095734111,0.411328916,0.4801705,0.272265131,0.20956969
1.681589211,1.644233483,0.152474403,0.099000314,0.053474591,0.440427675,0.484596197,0.325900426,0.131254771
1.779673443,1.600838768,0.135410329,0.058362922,0.254967115,0.36204813,0.573454248,0.211742492,0.220412953
1.678113065,1.619242717,0.141323824,0.104066222,0.096523089,0.451271166,0.461204359,0.280917068,0.167457412
0.741799557,2.348405548,0.174267107,0.025216278,0.104566616,0.455485482,0.452222323,0.321606658,0.162357327
1.917196938,1.398191929,0.176376459,0.079722356,0.044004447,0.462577287,0.447404414,0.356941263,0.12965381
1.403232417,1.860822622,0.146962842,0.093878133,0.123222711,0.399405744,0.517415902,0.312158067,0.170910218
1.199370648,1.783536416,0.170833986,0.056986185,0.094734397,0.463375857,0.438486674,0.312470046,0.164596532
1.728376864,1.423404007,0.171393497,0.079533272,0.074604003,0.445048653,0.528791544,0.237486523,0.232949538
1.679977183,1.650043275,0.126707418,0.059239071,0.210209974,0.428003632,0.401274145,0.336513273,0.186053362
1.163575104,2.140633058,0.133395936,0.128371091,0.110599188,0.404154472,0.51231193,0.308832074,0.16129303
1.88090636,1.526342182,0.112315136,0.229435021,0.063322528,0.459944718,0.425528219,0.315373205,0.161426889
1.755759905,1.460577941,0.155176812,0.1464065,0.135199502,0.378261556,0.485480246,0.265831419,0.222907655
1.663398838,1.525631912,0.161396872,0.153610098,0.098430343,0.408643197,0.471744208,0.300880117,0.177838124
0.983323685,2.2448893,0.120373653,0.0687886,0.055782317,0.535338563,0.449818327,0.351082585,0.111549325
1.734104087,1.47289781,0.155795916,0.108410642,0.091600362,0.468638417,0.39678655,0.305353108,0.226628391
1.448824211,1.616209889,0.168649717,0.093526418,0.14757562,0.386656313,0.509055342,0.273994926,0.189139146
2.250071579,1.128032612,0.151517769,0.093404227,0.130539462,0.451392962,0.422476429,0.313812335,0.181960497
1.482732153,1.624479415,0.164355378,0.141230158,0.097658675,0.376872741,0.536829169,0.303342288,0.134738297
1.189374153,2.123871698,0.13207198,0.168334329,0.109503165,0.371692186,0.546061746,0.255736971,0.207898301
1.606073021,1.614632214,0.157070417,0.117235354,0.164442567,0.356100338,0.499678248,0.314252609,0.155053048
1.577777039,1.556088658,0.147492144,0.134261314,0.122564686,0.373136588,0.566429107,0.251655415,0.202299267
0.936829876,2.309029982,0.1627921,0.069441411,0.003595366,0.515723975,0.465128594,0.290651845,0.199371281
1.119248748,2.064331977,0.151165615,0.161477369,0.124255799,0.347283242,0.515023963,0.298618705,0.237486392
2.006891502,1.260755903,0.162639693,0.122460698,0.17934063,0.339964181,0.535829687,0.325533642,0.168141994
2.417224241,1.238808634,0.12966775,0.092216242,0.124849207,0.430400649,0.5025603,0.299515437,0.184348551
1.516338757,1.576398835,0.170523076,0.153901385,0.110280992,0.339073863,0.57237354,0.260501678,0.201375223
1.462990246,1.735202781,0.163635052,0.03007835,0.113632361,0.442178177,0.477819901,0.340172059,0.159354554
1.696319725,1.420827628,0.159670718,0.071184684,0.059026392,0.507329527,0.444114903,0.311003495,0.167254366
1.139108244,2.14754079,0.100388498,0.150114574,0.100125651,0.489893631,0.419111807,0.313805082,0.156629007
1.453721758,1.511434313,0.168108477,0.127076104,0.066858736,0.436382782,0.522121943,0.281383085,0.172488385
