No Intervention,School Closure,Intense Lockdown,Relax Intervention 1,Relax Intervention 2,Relax Intervention 3,Lockdown Level 2,Lockdown Level 3,Lockdown Level 5
2.25959217,1.166647809,0.168595346,0.060997133,0.116121219,0.437874391,0.46839387,0.265012366,0.207700674
1.672989877,1.586409222,0.153880833,0.070962252,0.11230561,0.44232297,0.478571447,0.279143014,0.208367452
1.170906046,1.941795381,0.148892969,0.115521638,0.07981704,0.476220986,0.377334148,0.382706832,0.121180329
1.109705244,2.180881906,0.135595459,0.092626477,0.043071584,0.439808374,0.538377079,0.324651276,0.121527366
1.279351555,2.079844655,0.116169864,0.197151278,0.023239629,0.47396051,0.472920154,0.239529896,0.242426688
1.791059274,1.447583226,0.155997088,0.192513614,0.066098305,0.355505003,0.583586841,0.259990305,0.221820318
1.706502625,1.650488351,0.136398938,0.078492699,0.078246682,0.48875188,0.443559856,0.299684676,0.162669928
0.944261043,2.123463386,0.166642097,0.096563505,0.092718537,0.416136655,0.485539424,0.304416194,0.184651082
1.709009424,1.463594729,0.160861033,0.08116285,0.027761634,0.50754784,0.434254876,0.286554264,0.20218211
1.494052598,1.719688087,0.139367225,0.201577284,0.050005068,0.445268749,0.455908835,0.28989138,0.19645675
1.625636715,1.513261923,0.171608979,0.09091061,0.160203297,0.363626159,0.514848806,0.310297967,0.152702317
1.484412921,1.913825576,0.117953137,0.167337241,0.122275225,0.41751255,0.461262831,0.30081027,0.174321271
2.030634633,1.239371277,0.185191205,0.058988823,0.073703199,0.410523209,0.488298222,0.358996152,0.205063693
2.054405796,1.366151637,0.145356364,0.08229849,0.128090544,0.42300649,0.540561688,0.281020784,0.077391301
2.039728798,1.303611436,0.153708148,0.095369836,0.083371083,0.45207918,0.450287966,0.330189156,0.132954925
1.565281796,1.591048333,0.168408217,0.079168109,0.056002017,0.485787426,0.440496139,0.30096103,0.171112738
1.415327107,1.638203272,0.178622768,0.083035872,0.098618262,0.421060241,0.475555448,0.352926889,0.115718757
1.638523592,1.696924626,0.123244485,0.03399257,0.078929893,0.543811203,0.479389911,0.306513024,0.157633708
1.478670798,1.894884409,0.116045677,0.087695025,0.05794761,0.513311612,0.483270035,0.266528666,0.244165589
1.747655633,1.39673443,0.178534526,0.038783338,0.287168498,0.328707788,0.518117901,0.256815867,0.226713955
1.361772376,1.698309457,0.162665166,0.118353688,0.026863281,0.517258333,0.328848632,0.414907492,0.134153616
1.504689012,1.756434419,0.12234228,0.141394602,0.064607215,0.490446771,0.437880202,0.263068265,0.214370638
0.937135998,2.358214656,0.125432582,0.207037106,0.046483533,0.452962577,0.405261907,0.321287186,0.155871769
2.428162066,0.91532988,0.192343112,0.048247316,0.083392649,0.466778072,0.456534078,0.337919903,0.104992747
1.50220709,1.622812308,0.168047207,0.084817936,0.051719178,0.479714802,0.451194734,0.309565063,0.188836144
1.825593641,1.388752625,0.157786334,0.155358677,0.070031731,0.432202606,0.452492004,0.327686308,0.090013277
1.741039513,1.508592104,0.14602381,0.06461442,0.27475648,0.344084792,0.547145668,0.302093888,0.106031521
2.379126702,1.173105409,0.145596971,0.130270843,0.057437477,0.461668749,0.442446763,0.272404647,0.268747248
1.62420314,1.570155046,0.170182119,0.080663067,0.067214205,0.413055274,0.587700816,0.268131327,0.166517338
1.522844545,1.567562229,0.172010196,0.164561904,0.079930077,0.343843984,0.555878013,0.307444082,0.19067731
1.931792221,1.474402238,0.140053805,0.068771756,0.067713943,0.503420372,0.418423614,0.275368528,0.253957181
2.142712597,1.27941915,0.15511355,0.030377321,0.212081998,0.430866651,0.408344928,0.320670759,0.189500526
1.427304888,1.841699346,0.125451849,0.085172915,0.222926897,0.395854251,0.491740804,0.305768962,0.15595672
1.715821931,1.567548554,0.166231487,0.073606868,0.10973339,0.404795474,0.488588504,0.333942009,0.122255255
1.95039536,1.397904631,0.161100883,0.091506606,0.089529823,0.432279724,0.488301829,0.29823382,0.222821401
2.00916083,1.474473042,0.134106745,0.041478807,0.115534337,0.480110754,0.483355633,0.283365007,0.156233506
2.043902403,1.40509819,0.156723779,0.084143208,0.062264612,0.45033744,0.482229542,0.284842769,0.175892269
1.490390188,1.645344256,0.164824729,0.091120098,0.059730613,0.475660427,0.417746975,0.286761386,0.228918973
1.666000715,1.528287639,0.156697954,0.076097416,0.096911827,0.440596821,0.528043567,0.254453748,0.221704419
2.1700752,1.252835276,0.149227781,0.06763731,0.086551973,0.47951512,0.451940539,0.323609962,0.178428645
1.62346812,1.469732513,0.174610843,0.089263631,0.122075006,0.33719928,0.6301997,0.24574414,0.243174191
0.979805556,2.114760626,0.161353916,0.055794277,0.085901753,0.482431048,0.478566257,0.257504401,0.219328233
2.027813111,1.357148046,0.146244427,0.097505135,0.071959335,0.459248653,0.495142654,0.258130284,0.229401316
2.090828266,1.288319075,0.174769852,0.110867453,0.052670476,0.421723151,0.463936286,0.27445241,0.278592559
1.130993679,1.906575876,0.167254023,0.133371658,0.065481319,0.413682445,0.468447997,0.320024958,0.118541771
1.729340997,1.527827165,0.164140394,0.090110241,0.093807593,0.449872583,0.438484995,0.266791136,0.262076065
1.886732433,1.26732131,0.17373823,0.12363706,0.036869868,0.457384839,0.474301311,0.330357337,0.117444723
1.347527069,1.8123814,0.139689363,0.164068102,0.053835071,0.456715266,0.468220914,0.279008128,0.19671363
1.363194729,1.97739237,0.126542011,0.154241547,0.041153311,0.472985119,0.438929492,0.313522946,0.204190497
2.103261997,1.277508384,0.148537176,0.085602144,0.07679292,0.500832033,0.425100259,0.285230681,0.228457777
1.89432184,1.255965809,0.184274428,0.098700261,0.053288687,0.436592119,0.49392534,0.302270664,0.168783728
1.196908542,1.853617578,0.156830978,0.085777205,0.048446471,0.495117087,0.435566923,0.323855406,0.129341514
0.371801856,2.936410835,0.160564102,0.005303196,0.04010199,0.522899965,0.484503054,0.363199912,0.039282931
1.264434101,1.970899815,0.15389818,0.018371065,0.1253366,0.480717169,0.426126979,0.292344232,0.207892361
1.229026745,1.962495912,0.151747922,0.0854919,0.117120661,0.414796731,0.517185469,0.311414508,0.152530972
1.438980284,1.814149567,0.139422293,0.125122581,0.088982476,0.384043474,0.613225425,0.2531268,0.196384992
1.488261397,1.716786819,0.171192598,0.057678009,0.051475235,0.506567798,0.415813899,0.328625399,0.179276641
2.031597588,1.21198657,0.163763013,0.100269177,0.129673341,0.435437426,0.440014328,0.28240379,0.213395071
1.147258002,2.154043103,0.11130614,0.297776964,0.031713466,0.409541131,0.460086975,0.311242626,0.234733697
1.598252867,1.661688208,0.126539149,0.13404558,0.085151182,0.464399325,0.402943045,0.351394319,0.139840411
1.800828375,1.597820416,0.135780767,0.088279707,0.082813576,0.465526743,0.448092353,0.317676692,0.188199795
1.305153034,1.858376088,0.173749431,0.103188257,0.075549423,0.39863969,0.496886821,0.309570653,0.220923779
1.909952359,1.368132549,0.175022568,0.091828529,0.058136581,0.437855452,0.441933218,0.344648664,0.092623533
1.726987277,1.571103317,0.139306463,0.162010473,0.051805952,0.449814299,0.509087589,0.257963512,0.220275822
1.869954778,1.501700919,0.148854161,0.064764004,0.066874704,0.488903237,0.447022446,0.291394833,0.193741398
1.069616087,1.918755852,0.174832534,0.13925555,0.068199816,0.389039689,0.488840426,0.380635733,0.133791079
1.909096184,1.455515799,0.16176223,0.048686163,0.129365662,0.445613541,0.432986377,0.334378585,0.166779543
1.669709766,1.568935808,0.15687456,0.098535296,0.143451777,0.400725457,0.480880998,0.256215253,0.20708489
2.394457194,1.152877344,0.141925958,0.120576137,0.053672613,0.50649193,0.401699898,0.309493339,0.182181387
1.884193462,1.397143563,0.162374754,0.081291101,0.119732007,0.460746361,0.429599395,0.261625923,0.286052138
1.04654021,2.015870362,0.188986128,3.86E-07,0.021563455,0.511156292,0.560284602,0.268123228,0.174804723
2.427296406,1.082726554,0.140095498,0.066110808,0.086491498,0.52520492,0.400342559,0.323541097,0.151761576
1.285741342,2.082405868,0.111340029,0.2005755,0.161790237,0.323225135,0.530782776,0.375720509,0.171969157
1.22849474,1.759778586,0.17574392,0.039456556,0.022292286,0.52214932,0.48628408,0.278727659,0.227688177
1.761248156,1.546201136,0.150432385,0.079303868,0.038495415,0.486430693,0.496016694,0.272454039,0.203384261
1.634154992,1.542908636,0.163923034,0.061418684,0.091048735,0.428694018,0.542377216,0.279236993,0.21417816
1.766351729,1.555468816,0.171582563,0.048291663,0.074142915,0.473366844,0.437736882,0.29075308,0.224155409
1.616369189,1.489382887,0.152103209,0.130847461,0.175136502,0.350791496,0.485529177,0.353912637,0.168956533
1.826805079,1.408818825,0.14429811,0.109249564,0.04256406,0.475100935,0.42341345,0.373291092,0.132634164
1.586808834,1.622760104,0.157682307,0.090002681,0.117761944,0.376410015,0.58283244,0.279622207,0.187294001
1.410414463,1.625160183,0.170203048,0.148974035,0.088864886,0.375424567,0.526331281,0.252450604,0.225497128
1.24780924,1.732439233,0.17615061,0.082339301,0.118553897,0.396086565,0.477780062,0.358989658,0.154218725
1.675463685,1.610381272,0.146349721,0.065914206,0.092029809,0.475086705,0.461177584,0.292561476,0.154902722
1.873760477,1.452077798,0.153304666,0.061869768,0.2038539,0.352472596,0.579703049,0.27464918,0.183473675
1.26418626,1.862959089,0.154880665,0.117447435,0.024019166,0.477455543,0.467850572,0.315803721,0.14505955
2.216684954,1.353799376,0.152859766,0.040996395,0.148795473,0.402182248,0.524085113,0.277209666,0.196701386
1.959362956,1.438877951,0.150607551,0.119288136,0.049441903,0.468198511,0.447191022,0.283220534,0.167235604
1.887941445,1.371742118,0.160834628,0.112246286,0.07455904,0.412339342,0.531587386,0.307822397,0.084998316
1.06815615,2.05931959,0.16089139,0.134984712,0.026288528,0.439453936,0.50055932,0.313572145,0.148471821
2.558777792,0.941834402,0.166090334,0.071247085,0.064548468,0.497232257,0.461351989,0.28752913,0.176292699
1.219754495,1.986265371,0.142828259,0.10736042,0.066478428,0.463072199,0.449458846,0.327165623,0.140451937
1.771907438,1.560222894,0.158164963,0.050998313,0.149656784,0.438573811,0.405111041,0.339280628,0.195241001
1.439198144,1.753182639,0.151430488,0.047245191,0.143009915,0.455546218,0.448692121,0.290594604,0.167321274
2.029576271,1.351181971,0.157853696,0.099682001,0.10390545,0.388922984,0.520856016,0.288190132,0.200703597
1.655856498,1.58344182,0.165331003,0.11924649,0.045700804,0.443533146,0.435020776,0.323951169,0.210009161
1.836893706,1.448445195,0.142214542,0.11037427,0.087802969,0.459676089,0.423242525,0.338414386,0.148063777
1.424942637,1.805877378,0.14116398,0.182158606,0.083657545,0.37363696,0.542435246,0.266056887,0.216091517
1.83905409,1.366564938,0.18262916,0.067512876,0.038328575,0.498348,0.431373694,0.312063552,0.145908811
1.001248722,2.039946003,0.170760248,0.054939476,0.074251854,0.47468101,0.456378206,0.302540923,0.187892851
1.554675673,1.73005977,0.159975436,0.033114876,0.077277658,0.456259234,0.515389645,0.319642746,0.119765377
1.643188243,1.651200541,0.148615306,0.124308479,0.120747951,0.35403454,0.625825455,0.22586085,0.225899638
1.518651752,1.685466885,0.151442219,0.089007118,0.028395614,0.505982739,0.472982558,0.254518463,0.238646494
1.533379721,1.710363319,0.148016127,0.064119502,0.074335022,0.460866253,0.478609494,0.325529037,0.131288144
1.51431077,1.738026266,0.164872251,0.065595286,0.080278982,0.433869066,0.510615975,0.262585705,0.188641805
1.951275492,1.341943158,0.161387091,0.053319818,0.047143735,0.48107946,0.482069313,0.334509695,0.118950491
2.573888289,1.041243978,0.154131888,0.05985016,0.100851851,0.497611017,0.39331229,0.321828205,0.143927832
1.518647121,1.523137267,0.166369195,0.057494242,0.07617161,0.483130585,0.440101378,0.308349823,0.203125344
1.734239856,1.491794812,0.166516067,0.099880152,0.037585778,0.459294543,0.459713682,0.292300688,0.251125072
2.320515539,1.14482854,0.157092166,0.113803697,0.124901216,0.400851213,0.477394169,0.320937405,0.174556624
2.286518989,1.257022594,0.161752227,0.045233197,0.238193686,0.337264875,0.567024733,0.279760112,0.163299346
2.250614969,1.134083197,0.158748735,0.110315329,0.143163336,0.376499262,0.4885232,0.333077082,0.164959098
2.513673273,1.149258216,0.144821152,0.10483922,0.092212363,0.441969297,0.405372699,0.381762765,0.106396549
1.504096842,1.606176387,0.150087077,0.090939254,0.193527823,0.414917684,0.44749998,0.300228884,0.179546215
2.427256269,1.037706382,0.166707479,0.069779623,0.071084075,0.450487079,0.479965825,0.322001947,0.158856535
1.561346521,1.594765389,0.165771612,0.024742197,0.113044453,0.446277905,0.51975845,0.307968746,0.105688094
2.07543582,1.386382313,0.134487361,0.126182967,0.097341618,0.431027995,0.470042768,0.311583452,0.160238526
1.796444601,1.323343778,0.183795941,0.120144966,0.05919736,0.453092313,0.445550957,0.266159319,0.182472684
1.806902829,1.435651733,0.174142373,0.098839804,0.062154826,0.414385509,0.509055742,0.252755314,0.24105197
1.906602602,1.409126032,0.143608171,0.127838492,0.052055659,0.439758676,0.531618264,0.254580545,0.222044144
1.386187121,1.831279971,0.143944371,0.064912133,0.02270748,0.561051617,0.42115066,0.34394314,0.153140619
1.228101792,2.000680017,0.145504579,0.036577127,0.055111655,0.53899721,0.405527286,0.324004543,0.156227778
1.605169736,1.710753509,0.143191678,0.102157801,0.111157969,0.45181297,0.408004167,0.357884492,0.022882424
1.515316837,1.585704846,0.175966236,0.07711456,0.063937712,0.456495567,0.472140942,0.287164479,0.175334837
1.844333013,1.447461534,0.133610115,0.072094068,0.115743699,0.495844531,0.417951882,0.320862582,0.17929552
1.55076643,1.661064431,0.169333426,0.103244689,0.094263149,0.378416925,0.530690749,0.295226737,0.218090822
1.840949604,1.386257365,0.183081807,0.074071422,0.04814689,0.418420352,0.530592258,0.290205617,0.179754652
1.652628357,1.645944782,0.146987016,0.111304543,0.024902082,0.459573838,0.555712793,0.26945611,0.199963768
1.696228547,1.468670031,0.164657387,0.108699851,0.0866492,0.43186362,0.473182366,0.265017743,0.206386178
1.716503341,1.509229987,0.146057642,0.042375713,0.067181642,0.520950122,0.481666566,0.271725287,0.195560016
1.368168501,1.904966789,0.147315527,0.086948606,0.132513027,0.402984203,0.512662075,0.208168665,0.319350763
1.444644595,1.772060742,0.150885813,0.076743287,0.038977119,0.492239962,0.479818309,0.266431569,0.233298812
1.307076352,1.860840704,0.152320158,0.126774826,0.069379784,0.422480884,0.500358484,0.309533962,0.157833513
1.908659619,1.335889835,0.167318198,0.114956381,0.009895762,0.490820898,0.445416954,0.321229696,0.139219596
2.131391577,1.195519688,0.152958151,0.152604672,0.072329324,0.418273096,0.527900351,0.249511845,0.20804578
2.181973241,1.221366425,0.153985101,0.06206412,0.078596723,0.440134227,0.564816887,0.306375487,0.138659638
1.69379645,1.498367021,0.164494786,0.185061332,0.040332568,0.38814548,0.546789015,0.272926812,0.198443026
1.868331279,1.536035704,0.155425133,0.085208368,0.044693092,0.437854191,0.544643991,0.267389463,0.211283438
1.979927356,1.420600537,0.159015802,0.088120238,0.121027078,0.365974441,0.576423278,0.233672471,0.286307644
1.229733267,1.932437212,0.149058759,0.0881106,0.132266499,0.40570735,0.494538242,0.301864533,0.11874579
1.881360201,1.661046481,0.128252292,0.039077266,0.185061084,0.454510136,0.386703067,0.348572754,0.191515209
1.551411138,1.562426401,0.16401851,0.047820163,0.15416393,0.406686298,0.514607241,0.320330749,0.126327819
2.060545683,1.279681379,0.163536706,0.010267731,0.137503971,0.48564995,0.427558364,0.26884941,0.210960946
1.23828421,1.927206688,0.159738101,0.040298372,0.027473585,0.465448757,0.584744766,0.301724198,0.142450326
2.008892734,1.411354995,0.12738351,0.121508952,0.042466788,0.511947631,0.448457435,0.288847119,0.231357453
2.071217502,1.456019161,0.118873312,0.177685785,0.022762968,0.495419264,0.448298802,0.288089207,0.203938905
1.707379261,1.378674815,0.182182915,0.083493179,0.132642471,0.381286276,0.467236542,0.360669745,0.148790823
2.1313816,1.314263628,0.129708398,0.100825135,0.112764381,0.458466178,0.45667895,0.286538276,0.220105749
1.187491327,1.815437794,0.169671544,0.068862148,0.04736249,0.519734507,0.361848233,0.357589903,0.177394166
1.37363839,1.823100524,0.15514492,0.075072416,0.158057364,0.405385795,0.47202053,0.265288641,0.142269685
1.444741798,1.751679216,0.165070475,0.098522861,0.1557757,0.310869251,0.635673368,0.253185332,0.190927431
1.470996223,1.703919229,0.14132306,0.244143795,0.01934648,0.391552461,0.524301169,0.322088053,0.147466747
1.691473998,1.627142476,0.141862691,0.125374588,0.043868923,0.466077557,0.478905563,0.286191475,0.159447154
1.773205922,1.438868695,0.153626369,0.121342062,0.084374047,0.402998943,0.531575587,0.312130942,0.168077409
2.413129663,1.147003333,0.132324482,0.10812319,0.135151429,0.439789925,0.457687057,0.324999869,0.170524443
1.829303253,1.365835013,0.171904734,0.073307444,0.051079615,0.486260457,0.45357865,0.321481556,0.172326942
1.725615439,1.540057785,0.172372554,0.051615733,0.095948569,0.419510878,0.477861327,0.345682659,0.173731451
1.933603375,1.499447452,0.135286019,0.093662778,0.089371113,0.50541082,0.422726162,0.289599055,0.175365893
2.07592198,1.256895996,0.174360516,0.128163782,0.075315732,0.407607966,0.472790854,0.336296899,0.15682818
1.377970038,1.818205455,0.152668318,0.098260821,0.036994234,0.462147694,0.462387103,0.345750612,0.154501132
1.652327448,1.318952066,0.191459616,0.077619177,0.106677936,0.379385468,0.571673567,0.313729599,0.143298953
1.667648625,1.484477518,0.15865418,0.124270552,0.041837294,0.455793943,0.488584718,0.307917268,0.149334361
1.609714742,1.702047694,0.132766146,0.164072437,0.106846806,0.394854998,0.471955417,0.3127545,0.167184533
1.474505641,1.680748085,0.156323512,0.125740169,0.065611251,0.450927521,0.457574765,0.281225317,0.162568984
1.574039769,1.646900058,0.148583371,0.121603365,0.068015207,0.434113919,0.453729497,0.31093852,0.220297835
1.801136072,1.308063689,0.177348372,0.056273525,0.095252279,0.485396657,0.384657469,0.376154331,0.158428458
1.544822993,1.738992544,0.148540886,0.083489611,0.0963565,0.444427232,0.497028247,0.274798079,0.17228585
1.509595396,1.838040959,0.139988033,0.155265926,0.043298566,0.436994209,0.488255208,0.294568746,0.151809244
1.765312823,1.45877093,0.16667284,0.099880728,0.05382039,0.494559643,0.414950669,0.283560043,0.221557312
2.019012732,1.44065389,0.162760062,0.06823059,0.037062278,0.503085531,0.429705794,0.283352612,0.181186624
1.794275758,1.500337576,0.157656781,0.044525668,0.025745611,0.500394374,0.528684336,0.31095737,0.171462477
1.976687795,1.412583477,0.148641742,0.095229896,0.112029226,0.397347672,0.551516672,0.267018029,0.205255258
1.343704706,1.64651357,0.168821269,0.133181989,0.08830846,0.395687905,0.505175204,0.289770988,0.209181468
1.484547674,1.650450301,0.173824068,0.071691857,0.087895324,0.431846471,0.470037448,0.32439245,0.124937947
1.612854603,1.579521906,0.163840942,0.133527517,0.088083546,0.359841715,0.554464586,0.309173588,0.173775204
1.749126916,1.48596319,0.152636111,0.132718799,0.102438229,0.415667352,0.501557496,0.282240023,0.159979078
2.32451924,1.166554041,0.149625284,0.083524748,0.045994179,0.485745716,0.48231855,0.297514663,0.172596326
1.5633767,1.579852057,0.165333709,0.083084728,0.020345747,0.482565557,0.48491133,0.270959125,0.237067647
1.820350441,1.554521139,0.149480912,0.125545051,0.046990605,0.436644427,0.518896149,0.270373915,0.179846425
1.443835049,1.793786615,0.155088438,0.134115138,0.053007117,0.412410084,0.52227512,0.30376273,0.156687097
1.438532605,1.700210989,0.168706519,0.058948676,0.192193987,0.34577174,0.587841072,0.268870346,0.215943094
1.820009404,1.481402517,0.15601424,0.06444857,0.110725979,0.430516834,0.475422669,0.336799333,0.1999342
1.745081081,1.497485393,0.145238993,0.086928593,0.126581299,0.406455821,0.51027136,0.303984841,0.194133042
2.064854671,1.259022121,0.170940309,0.059221179,0.145293816,0.389724086,0.512014584,0.291978331,0.234635577
1.792355001,1.598950469,0.131641939,0.132968078,0.078011143,0.452839603,0.424885659,0.339435595,0.190800256
1.814180373,1.386999639,0.16499881,0.063691565,0.040877121,0.498148734,0.474931241,0.31873421,0.14370092
1.631343728,1.485431601,0.179337532,0.118339724,0.036977923,0.43751357,0.460921681,0.300550404,0.191361282
1.344178424,1.809137936,0.160417695,0.016619526,0.072718016,0.573193405,0.31798923,0.375392335,0.186909583
1.989577911,1.331907359,0.128230721,0.079277468,0.131420317,0.464155063,0.452196848,0.31267484,0.202523339
1.531043469,1.576660248,0.186304876,0.077697409,0.087461456,0.395287128,0.578996744,0.239138007,0.211909613
1.846423791,1.386835917,0.154649424,0.035084873,0.218518983,0.43514283,0.393684907,0.336659808,0.188729616
1.386927923,1.946657255,0.131207268,0.092268753,0.144692617,0.437183187,0.446672563,0.304637899,0.187498326
1.716987715,1.48958733,0.168619467,0.06496223,0.05768244,0.502425413,0.409586758,0.32133521,0.213404034
1.345782726,1.620656493,0.180555327,0.056428068,0.072043204,0.504514278,0.385960942,0.320083223,0.165199044
1.409560457,1.806856205,0.156407754,0.077901394,0.118739191,0.397213549,0.520441439,0.274214731,0.258721881
1.678173969,1.684805355,0.134572025,0.112740803,0.073101948,0.461606804,0.4650736,0.268197707,0.179088772
1.237547922,1.789534866,0.181186395,0.088693941,0.049126972,0.468580525,0.439099401,0.318052979,0.1904598
1.093143981,1.902682929,0.181584,0.029512194,0.054687324,0.529061434,0.388569137,0.342564383,0.169087665
1.925967998,1.389001823,0.150171736,0.101001304,0.065793253,0.477693762,0.47898252,0.292673317,0.134291113
1.631787919,1.563061223,0.162650423,0.049044628,0.083060398,0.461079853,0.516940097,0.296187256,0.171258002
1.573337541,1.78579035,0.116964186,0.15182964,0.081938212,0.456270474,0.474313237,0.280439802,0.202496861
1.993357695,1.254318795,0.16689657,0.072521708,0.032143031,0.52211234,0.41412486,0.294482084,0.208309113
1.75879589,1.696001648,0.137121722,0.146602201,0.107606449,0.393261366,0.489326847,0.283718088,0.226531278
1.853520481,1.507400702,0.147798374,0.114191685,0.057576338,0.456403993,0.453668303,0.31015569,0.223916061
2.386404906,1.104181508,0.180482905,0.039447455,0.126055488,0.396118188,0.50052924,0.337124895,0.14110108
1.323079126,1.730975247,0.161780539,0.062171244,0.222543955,0.369398909,0.505309064,0.315682394,0.155161886
1.294965926,1.835357093,0.173348843,0.069230115,0.132751726,0.390098103,0.531663016,0.242803348,0.212952778
1.17852231,2.064339814,0.13779916,0.065160146,0.069690465,0.514280335,0.44862931,0.268413643,0.219121311
1.554719747,1.715919418,0.157816881,0.090694801,0.050582804,0.439510194,0.569518227,0.249444605,0.175678967
1.032794303,2.048589965,0.164477636,0.03341079,0.21518758,0.395420741,0.449896008,0.329174767,0.146231811
1.455152504,1.668692766,0.1616309,0.111073587,0.029653881,0.46499116,0.473271777,0.318570531,0.20256274
2.254376412,1.168988702,0.153828907,0.134987318,0.086311586,0.394399021,0.538567616,0.290950643,0.149843801
2.778082742,0.96363903,0.1525118,0.067866283,0.071841196,0.495213013,0.42538268,0.310137925,0.202167486
1.412232664,1.757042857,0.155380625,0.086751877,0.1558822,0.374202166,0.510002344,0.337319947,0.129672258
2.254811682,1.300968455,0.134040597,0.099351073,0.061222207,0.496296061,0.455106032,0.278854597,0.184605356
1.942655543,1.227199189,0.192060304,0.078688704,0.055247409,0.434951698,0.528541102,0.270543866,0.186104463
2.538380007,1.025597776,0.155359502,0.191241567,0.05968279,0.412650058,0.471688118,0.32306127,0.125957251
2.470754946,0.876111416,0.193546982,0.019193177,0.068796497,0.518692005,0.440768906,0.289851945,0.157663169
1.907105063,1.584989067,0.140835612,0.097932689,0.043737983,0.456208993,0.4878076,0.287891249,0.241632544
1.950302154,1.3648015,0.161571343,0.079386528,0.058838415,0.484542187,0.449848398,0.289165059,0.162544111
1.27506105,1.815639296,0.170567056,0.078584307,0.031429341,0.446658479,0.564148766,0.231353103,0.241245243
1.633000117,1.593640081,0.160905836,0.098371929,0.080266503,0.399998234,0.519927962,0.311752858,0.201970258
1.588334626,1.714301708,0.12971819,0.079666617,0.212321409,0.360801547,0.539893371,0.306411109,0.151103435
1.784082844,1.539828122,0.168096404,0.052249523,0.068536772,0.448001242,0.486046053,0.351504732,0.130801879
0.889243666,2.314870671,0.142132727,0.127191292,0.088007415,0.433996639,0.49549108,0.29229177,0.139128273
1.509631111,1.704339616,0.135498928,0.20906021,0.054481833,0.404897627,0.488098439,0.320495867,0.194963039
1.692698887,1.583814979,0.160269029,0.098046502,0.025888205,0.476346316,0.49299942,0.298500781,0.176811966
1.415207242,1.744174862,0.15603204,0.102160124,0.057540161,0.463095349,0.473197163,0.300181652,0.196601081
1.645477363,1.56200284,0.137995464,0.12090235,0.085031763,0.489965907,0.405094781,0.280618505,0.207971988
1.666325482,1.421541098,0.15909877,0.13181265,0.083869603,0.410261048,0.494850224,0.331537402,0.166921772
1.533613718,1.674622815,0.153261366,0.095876247,0.03035276,0.481205728,0.462087929,0.306725361,0.15015019
0.872623714,2.475902836,0.141784909,0.055343388,0.091063153,0.433726546,0.514823234,0.311386431,0.209639283
1.420278614,1.701572578,0.171239534,0.125202996,0.082795309,0.375418978,0.523144432,0.300405228,0.200981446
1.673332542,1.732400183,0.129370394,0.194981069,0.057950848,0.431836038,0.4713357,0.26529167,0.216619095
1.426550428,1.785117651,0.152210055,0.141678209,0.081598203,0.370732992,0.554874048,0.284902717,0.215925811
1.736180513,1.46632307,0.161357283,0.069884199,0.128573781,0.409355508,0.526784106,0.323158557,0.124984769
1.475641764,1.565563406,0.169018313,0.057340169,0.129790013,0.389162034,0.531547173,0.309572465,0.165757601
1.832791041,1.347182814,0.176180553,0.103217908,0.026945535,0.463168111,0.454727732,0.285807102,0.180436019
1.464033659,1.745040098,0.160055221,0.079947472,0.094188198,0.428502521,0.457828708,0.347354838,0.138933421
1.605415812,1.560286231,0.157285374,0.12679367,0.039186624,0.473586659,0.449115982,0.290886716,0.22389431
0.993816088,2.181741995,0.132376604,0.161456762,0.040045032,0.476578285,0.437220765,0.310577927,0.156638889
1.840618034,1.387861283,0.153398544,0.077441829,0.09201206,0.495430709,0.356446628,0.368878399,0.195011758
1.946009561,1.505625715,0.142710282,0.070055655,0.11941657,0.459495223,0.451647542,0.308950695,0.176231909
2.009113226,1.416257634,0.138889566,0.118141817,0.182699015,0.357121471,0.538929491,0.279722126,0.196948203
1.497660789,1.761054806,0.154853962,0.075651756,0.090042526,0.453316941,0.487343338,0.264068746,0.202846563
1.836948849,1.347572218,0.159099818,0.170577221,0.07805312,0.418709099,0.424565456,0.341124455,0.171085745
1.255472738,1.810373883,0.164751788,0.082434809,0.016842487,0.495026711,0.526396293,0.282295369,0.111077045
2.136725231,1.183291514,0.154918827,0.147549549,0.106380508,0.382541127,0.571592584,0.211105383,0.274855979
1.372577494,1.744678707,0.143253128,0.124086848,0.104532802,0.48781339,0.362267197,0.319463763,0.191552417
1.91775205,1.481764151,0.142827836,0.115942649,0.064417323,0.473686763,0.351414887,0.398368676,0.200530115
1.505249853,1.613429543,0.17885079,0.173073838,0.065114931,0.319279446,0.600431661,0.326898139,0.141994125
1.021228496,1.911640869,0.181958781,0.083068323,0.199007672,0.304747113,0.623140971,0.263843499,0.236709283
1.25914666,1.906709586,0.140329357,0.060819571,0.107008901,0.488824589,0.465391383,0.297442376,0.200415318
2.662905822,1.15129636,0.136596425,0.141215027,0.041329008,0.47502354,0.413392832,0.36057594,0.192117352
1.34198696,1.708051791,0.157222103,0.115850495,0.062184695,0.483434822,0.401015647,0.371322787,0.137127859
1.44423068,1.85951521,0.114785773,0.055875435,0.12664402,0.494497113,0.462925214,0.300899631,0.158490607
1.873745858,1.412976368,0.151212252,0.099679285,0.181291395,0.41820946,0.439851009,0.29652825,0.197740325
1.980107211,1.392759963,0.159846315,0.07921078,0.028201924,0.497431438,0.488921512,0.256217835,0.196804233
